"Plot Title: Indios_Creek_2009_2250096"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 2250096, SEN S/N: 2250096)","Temp, °C (LGR S/N: 2250096, SEN S/N: 2250096)","Batt, V (LGR S/N: 2250096, SEN S/N: 2250096)","Coupler Detached (LGR S/N: 2250096)","Coupler Attached (LGR S/N: 2250096)","Host Connected (LGR S/N: 2250096)","Stopped (LGR S/N: 2250096)","End Of File (LGR S/N: 2250096)"
56,05/01/09 02:45:00 AM,75701,4.831,3.48,,,,,
57,05/01/09 03:00:00 AM,75716,4.623,3.51,,,,,
58,05/01/09 03:15:00 AM,75697,4.623,3.51,,,,,
59,05/01/09 03:30:00 AM,75685,4.519,3.48,,,,,
60,05/01/09 03:45:00 AM,75682,4.415,3.48,,,,,
61,05/01/09 04:00:00 AM,75680,4.311,3.48,,,,,
62,05/01/09 04:15:00 AM,75727,4.207,3.48,,,,,
63,05/01/09 04:30:00 AM,75725,4.102,3.48,,,,,
64,05/01/09 04:45:00 AM,75745,4.102,3.48,,,,,
65,05/01/09 05:00:00 AM,75752,3.998,3.48,,,,,
66,05/01/09 05:15:00 AM,75740,3.893,3.48,,,,,
67,05/01/09 05:30:00 AM,75748,3.788,3.48,,,,,
68,05/01/09 05:45:00 AM,75755,3.683,3.48,,,,,
69,05/01/09 06:00:00 AM,75765,3.683,3.48,,,,,
70,05/01/09 06:15:00 AM,75773,3.578,3.48,,,,,
71,05/01/09 06:30:00 AM,75753,3.578,3.48,,,,,
72,05/01/09 06:45:00 AM,75770,3.472,3.48,,,,,
73,05/01/09 07:00:00 AM,75770,3.472,3.48,,,,,
74,05/01/09 07:15:00 AM,75770,3.472,3.48,,,,,
75,05/01/09 07:30:00 AM,75790,3.472,3.48,,,,,
76,05/01/09 07:45:00 AM,75800,3.472,3.48,,,,,
77,05/01/09 08:00:00 AM,75812,3.578,3.48,,,,,
78,05/01/09 08:15:00 AM,75802,3.578,3.48,,,,,
79,05/01/09 08:30:00 AM,75814,3.683,3.48,,,,,
80,05/01/09 08:45:00 AM,75787,3.788,3.48,,,,,
81,05/01/09 09:00:00 AM,75782,3.998,3.48,,,,,
82,05/01/09 09:15:00 AM,75764,4.102,3.48,,,,,
83,05/01/09 09:30:00 AM,75761,4.415,3.48,,,,,
84,05/01/09 09:45:00 AM,75768,4.727,3.48,,,,,
85,05/01/09 10:00:00 AM,75764,5.037,3.48,,,,,
86,05/01/09 10:15:00 AM,75761,5.347,3.48,,,,,
87,05/01/09 10:30:00 AM,75741,5.757,3.48,,,,,
88,05/01/09 10:45:00 AM,75727,6.064,3.48,,,,,
89,05/01/09 11:00:00 AM,75744,6.370,3.48,,,,,
90,05/01/09 11:15:00 AM,75743,6.775,3.48,,,,,
91,05/01/09 11:30:00 AM,75752,7.179,3.48,,,,,
92,05/01/09 11:45:00 AM,75741,7.582,3.51,,,,,
93,05/01/09 12:00:00 PM,75730,7.983,3.51,,,,,
94,05/01/09 12:15:00 PM,75729,8.382,3.51,,,,,
95,05/01/09 12:30:00 PM,75718,8.779,3.51,,,,,
96,05/01/09 12:45:00 PM,75695,9.077,3.51,,,,,
97,05/01/09 01:00:00 PM,75701,9.373,3.51,,,,,
98,05/01/09 01:15:00 PM,75688,9.669,3.48,,,,,
99,05/01/09 01:30:00 PM,75692,9.866,3.51,,,,,
100,05/01/09 01:45:00 PM,75677,10.063,3.51,,,,,
101,05/01/09 02:00:00 PM,75672,10.259,3.51,,,,,
102,05/01/09 02:15:00 PM,75676,10.455,3.51,,,,,
103,05/01/09 02:30:00 PM,75661,10.651,3.51,,,,,
104,05/01/09 02:45:00 PM,75685,10.846,3.51,,,,,
105,05/01/09 03:00:00 PM,75628,10.944,3.51,,,,,
106,05/01/09 03:15:00 PM,75648,10.944,3.51,,,,,
107,05/01/09 03:30:00 PM,75630,11.041,3.51,,,,,
108,05/01/09 03:45:00 PM,75640,11.041,3.51,,,,,
109,05/01/09 04:00:00 PM,75630,11.041,3.51,,,,,
110,05/01/09 04:15:00 PM,75601,11.041,3.51,,,,,
111,05/01/09 04:30:00 PM,75593,11.139,3.51,,,,,
112,05/01/09 04:45:00 PM,75591,11.041,3.51,,,,,
113,05/01/09 05:00:00 PM,75579,10.944,3.51,,,,,
114,05/01/09 05:15:00 PM,75586,10.846,3.51,,,,,
115,05/01/09 05:30:00 PM,75574,10.748,3.51,,,,,
116,05/01/09 05:45:00 PM,75572,10.651,3.51,,,,,
117,05/01/09 06:00:00 PM,75568,10.455,3.51,,,,,
118,05/01/09 06:15:00 PM,75546,10.357,3.51,,,,,
119,05/01/09 06:30:00 PM,75532,10.161,3.51,,,,,
120,05/01/09 06:45:00 PM,75567,9.965,3.51,,,,,
121,05/01/09 07:00:00 PM,75553,9.768,3.48,,,,,
122,05/01/09 07:15:00 PM,75558,9.571,3.51,,,,,
123,05/01/09 07:30:00 PM,75574,9.373,3.51,,,,,
124,05/01/09 07:45:00 PM,75589,9.176,3.51,,,,,
125,05/01/09 08:00:00 PM,75584,8.978,3.51,,,,,
126,05/01/09 08:15:00 PM,75602,8.879,3.51,,,,,
127,05/01/09 08:30:00 PM,75598,8.680,3.51,,,,,
128,05/01/09 08:45:00 PM,75642,8.481,3.51,,,,,
129,05/01/09 09:00:00 PM,75658,8.282,3.51,,,,,
130,05/01/09 09:15:00 PM,75643,8.082,3.51,,,,,
131,05/01/09 09:30:00 PM,75631,7.983,3.51,,,,,
132,05/01/09 09:45:00 PM,75669,7.882,3.51,,,,,
133,05/01/09 10:00:00 PM,75645,7.682,3.51,,,,,
134,05/01/09 10:15:00 PM,75652,7.582,3.51,,,,,
135,05/01/09 10:30:00 PM,75670,7.481,3.51,,,,,
136,05/01/09 10:45:00 PM,75658,7.381,3.51,,,,,
137,05/01/09 11:00:00 PM,75636,7.280,3.48,,,,,
138,05/01/09 11:15:00 PM,75636,7.280,3.48,,,,,
139,05/01/09 11:30:00 PM,75624,7.179,3.48,,,,,
140,05/01/09 11:45:00 PM,75612,7.079,3.48,,,,,
141,05/02/09 12:00:00 AM,75600,6.978,3.48,,,,,
142,05/02/09 12:15:00 AM,75617,6.877,3.48,,,,,
143,05/02/09 12:30:00 AM,75596,6.775,3.48,,,,,
144,05/02/09 12:45:00 AM,75601,6.573,3.48,,,,,
145,05/02/09 01:00:00 AM,75599,6.471,3.48,,,,,
146,05/02/09 01:15:00 AM,75577,6.370,3.48,,,,,
147,05/02/09 01:30:00 AM,75577,6.370,3.48,,,,,
148,05/02/09 01:45:00 AM,75545,6.268,3.48,,,,,
149,05/02/09 02:00:00 AM,75563,6.166,3.48,,,,,
150,05/02/09 02:15:00 AM,75563,6.166,3.48,,,,,
151,05/02/09 02:30:00 AM,75541,6.064,3.48,,,,,
152,05/02/09 02:45:00 AM,75541,6.064,3.48,,,,,
153,05/02/09 03:00:00 AM,75539,5.962,3.48,,,,,
154,05/02/09 03:15:00 AM,75519,5.962,3.48,,,,,
155,05/02/09 03:30:00 AM,75509,5.962,3.48,,,,,
156,05/02/09 03:45:00 AM,75527,5.860,3.48,,,,,
157,05/02/09 04:00:00 AM,75556,5.860,3.48,,,,,
158,05/02/09 04:15:00 AM,75554,5.757,3.48,,,,,
159,05/02/09 04:30:00 AM,75534,5.757,3.48,,,,,
160,05/02/09 04:45:00 AM,75505,5.757,3.48,,,,,
161,05/02/09 05:00:00 AM,75503,5.655,3.48,,,,,
162,05/02/09 05:15:00 AM,75483,5.655,3.48,,,,,
163,05/02/09 05:30:00 AM,75483,5.655,3.48,,,,,
164,05/02/09 05:45:00 AM,75483,5.655,3.48,,,,,
165,05/02/09 06:00:00 AM,75471,5.552,3.48,,,,,
166,05/02/09 06:15:00 AM,75491,5.552,3.48,,,,,
167,05/02/09 06:30:00 AM,75501,5.552,3.48,,,,,
168,05/02/09 06:45:00 AM,75501,5.552,3.48,,,,,
169,05/02/09 07:00:00 AM,75491,5.552,3.48,,,,,
170,05/02/09 07:15:00 AM,75481,5.552,3.48,,,,,
171,05/02/09 07:30:00 AM,75510,5.552,3.48,,,,,
172,05/02/09 07:45:00 AM,75503,5.655,3.48,,,,,
173,05/02/09 08:00:00 AM,75493,5.655,3.48,,,,,
174,05/02/09 08:15:00 AM,75493,5.655,3.48,,,,,
175,05/02/09 08:30:00 AM,75485,5.757,3.48,,,,,
176,05/02/09 08:45:00 AM,75507,5.860,3.48,,,,,
177,05/02/09 09:00:00 AM,75488,5.860,3.48,,,,,
178,05/02/09 09:15:00 AM,75480,5.962,3.48,,,,,
179,05/02/09 09:30:00 AM,75470,5.962,3.48,,,,,
180,05/02/09 09:45:00 AM,75462,6.064,3.48,,,,,
181,05/02/09 10:00:00 AM,75425,6.166,3.48,,,,,
182,05/02/09 10:15:00 AM,75398,6.268,3.48,,,,,
183,05/02/09 10:30:00 AM,75390,6.370,3.48,,,,,
184,05/02/09 10:45:00 AM,75373,6.471,3.48,,,,,
185,05/02/09 11:00:00 AM,75377,6.674,3.48,,,,,
186,05/02/09 11:15:00 AM,75354,6.978,3.48,,,,,
187,05/02/09 11:30:00 AM,75341,7.280,3.48,,,,,
188,05/02/09 11:45:00 AM,75363,7.381,3.48,,,,,
189,05/02/09 12:00:00 PM,75365,7.481,3.48,,,,,
190,05/02/09 12:15:00 PM,75395,7.481,3.48,,,,,
191,05/02/09 12:30:00 PM,75363,7.381,3.48,,,,,
192,05/02/09 12:45:00 PM,75353,7.381,3.48,,,,,
193,05/02/09 01:00:00 PM,75334,7.381,3.48,,,,,
194,05/02/09 01:15:00 PM,75353,7.381,3.48,,,,,
195,05/02/09 01:30:00 PM,75324,7.381,3.48,,,,,
196,05/02/09 01:45:00 PM,75294,7.381,3.48,,,,,
197,05/02/09 02:00:00 PM,75302,7.280,3.48,,,,,
198,05/02/09 02:15:00 PM,75302,7.280,3.48,,,,,
199,05/02/09 02:30:00 PM,75332,7.280,3.48,,,,,
200,05/02/09 02:45:00 PM,75312,7.280,3.48,,,,,
201,05/02/09 03:00:00 PM,75312,7.280,3.48,,,,,
202,05/02/09 03:15:00 PM,75332,7.280,3.48,,,,,
203,05/02/09 03:30:00 PM,75339,7.179,3.48,,,,,
204,05/02/09 03:45:00 PM,75310,7.179,3.48,,,,,
205,05/02/09 04:00:00 PM,75263,7.280,3.48,,,,,
206,05/02/09 04:15:00 PM,75247,7.481,3.48,,,,,
207,05/02/09 04:30:00 PM,75254,7.782,3.48,,,,,
208,05/02/09 04:45:00 PM,75231,8.082,3.51,,,,,
209,05/02/09 05:00:00 PM,75233,8.182,3.51,,,,,
210,05/02/09 05:15:00 PM,75260,8.082,3.51,,,,,
211,05/02/09 05:30:00 PM,75251,8.082,3.51,,,,,
212,05/02/09 05:45:00 PM,75221,8.082,3.51,,,,,
213,05/02/09 06:00:00 PM,75251,8.082,3.51,,,,,
214,05/02/09 06:15:00 PM,75270,8.082,3.51,,,,,
215,05/02/09 06:30:00 PM,75286,7.882,3.51,,,,,
216,05/02/09 06:45:00 PM,75291,7.682,3.48,,,,,
217,05/02/09 07:00:00 PM,75306,7.481,3.48,,,,,
218,05/02/09 07:15:00 PM,75304,7.381,3.48,,,,,
219,05/02/09 07:30:00 PM,75270,7.179,3.48,,,,,
220,05/02/09 07:45:00 PM,75278,7.079,3.48,,,,,
221,05/02/09 08:00:00 PM,75293,6.877,3.48,,,,,
222,05/02/09 08:15:00 PM,75338,6.674,3.48,,,,,
223,05/02/09 08:30:00 PM,75375,6.573,3.48,,,,,
224,05/02/09 08:45:00 PM,75442,6.471,3.48,,,,,
225,05/02/09 09:00:00 PM,75486,6.268,3.48,,,,,
226,05/02/09 09:15:00 PM,75435,6.166,3.48,,,,,
227,05/02/09 09:30:00 PM,75423,6.064,3.48,,,,,
228,05/02/09 09:45:00 PM,75431,5.962,3.48,,,,,
229,05/02/09 10:00:00 PM,75409,5.860,3.48,,,,,
230,05/02/09 10:15:00 PM,75405,5.655,3.48,,,,,
231,05/02/09 10:30:00 PM,75452,5.552,3.48,,,,,
232,05/02/09 10:45:00 PM,75467,5.347,3.48,,,,,
233,05/02/09 11:00:00 PM,75435,5.244,3.48,,,,,
234,05/02/09 11:15:00 PM,75423,5.141,3.46,,,,,
235,05/02/09 11:30:00 PM,75450,5.037,3.46,,,,,
236,05/02/09 11:45:00 PM,75487,4.934,3.46,,,,,
237,05/03/09 12:00:00 AM,75515,4.831,3.46,,,,,
238,05/03/09 12:15:00 AM,75493,4.727,3.48,,,,,
239,05/03/09 12:30:00 AM,75493,4.727,3.48,,,,,
240,05/03/09 12:45:00 AM,75500,4.623,3.48,,,,,
241,05/03/09 01:00:00 AM,75500,4.623,3.48,,,,,
242,05/03/09 01:15:00 AM,75488,4.519,3.48,,,,,
243,05/03/09 01:30:00 AM,75488,4.519,3.48,,,,,
244,05/03/09 01:45:00 AM,75498,4.519,3.48,,,,,
245,05/03/09 02:00:00 AM,75486,4.415,3.48,,,,,
246,05/03/09 02:15:00 AM,75506,4.415,3.48,,,,,
247,05/03/09 02:30:00 AM,75474,4.311,3.48,,,,,
248,05/03/09 02:45:00 AM,75494,4.311,3.48,,,,,
249,05/03/09 03:00:00 AM,75484,4.311,3.48,,,,,
250,05/03/09 03:15:00 AM,75472,4.207,3.48,,,,,
251,05/03/09 03:30:00 AM,75480,4.102,3.48,,,,,
252,05/03/09 03:45:00 AM,75489,4.102,3.48,,,,,
253,05/03/09 04:00:00 AM,75489,4.102,3.48,,,,,
254,05/03/09 04:15:00 AM,75477,3.998,3.48,,,,,
255,05/03/09 04:30:00 AM,75487,3.998,3.48,,,,,
256,05/03/09 04:45:00 AM,75505,3.893,3.48,,,,,
257,05/03/09 05:00:00 AM,75485,3.893,3.48,,,,,
258,05/03/09 05:15:00 AM,75483,3.788,3.48,,,,,
259,05/03/09 05:30:00 AM,75502,3.788,3.48,,,,,
260,05/03/09 05:45:00 AM,75502,3.788,3.48,,,,,
261,05/03/09 06:00:00 AM,75471,3.683,3.48,,,,,
262,05/03/09 06:15:00 AM,75481,3.683,3.48,,,,,
263,05/03/09 06:30:00 AM,75508,3.578,3.48,,,,,
264,05/03/09 06:45:00 AM,75535,3.472,3.48,,,,,
265,05/03/09 07:00:00 AM,75496,3.472,3.48,,,,,
266,05/03/09 07:15:00 AM,75525,3.472,3.48,,,,,
267,05/03/09 07:30:00 AM,75518,3.578,3.48,,,,,
268,05/03/09 07:45:00 AM,75527,3.578,3.48,,,,,
269,05/03/09 08:00:00 AM,75547,3.578,3.48,,,,,
270,05/03/09 08:15:00 AM,75530,3.683,3.48,,,,,
271,05/03/09 08:30:00 AM,75532,3.788,3.48,,,,,
272,05/03/09 08:45:00 AM,75554,3.893,3.48,,,,,
273,05/03/09 09:00:00 AM,75558,4.102,3.48,,,,,
274,05/03/09 09:15:00 AM,75563,4.311,3.48,,,,,
275,05/03/09 09:30:00 AM,75567,4.519,3.48,,,,,
276,05/03/09 09:45:00 AM,75544,4.831,3.46,,,,,
277,05/03/09 10:00:00 AM,75570,5.141,3.46,,,,,
278,05/03/09 10:15:00 AM,75616,5.450,3.48,,,,,
279,05/03/09 10:30:00 AM,75615,5.860,3.48,,,,,
280,05/03/09 10:45:00 AM,75614,6.268,3.48,,,,,
281,05/03/09 11:00:00 AM,75621,6.573,3.48,,,,,
282,05/03/09 11:15:00 AM,75629,6.978,3.48,,,,,
283,05/03/09 11:30:00 AM,75656,7.280,3.48,,,,,
284,05/03/09 11:45:00 AM,75650,7.481,3.48,,,,,
285,05/03/09 12:00:00 PM,75647,7.782,3.48,,,,,
286,05/03/09 12:15:00 PM,75649,7.882,3.48,,,,,
287,05/03/09 12:30:00 PM,75612,7.983,3.51,,,,,
288,05/03/09 12:45:00 PM,75622,7.983,3.51,,,,,
289,05/03/09 01:00:00 PM,75602,7.983,3.51,,,,,
290,05/03/09 01:15:00 PM,75612,7.983,3.51,,,,,
291,05/03/09 01:30:00 PM,75631,7.983,3.51,,,,,
292,05/03/09 01:45:00 PM,75641,7.983,3.51,,,,,
293,05/03/09 02:00:00 PM,75610,7.882,3.51,,,,,
294,05/03/09 02:15:00 PM,75619,7.882,3.51,,,,,
295,05/03/09 02:30:00 PM,75600,7.882,3.51,,,,,
296,05/03/09 02:45:00 PM,75610,7.882,3.51,,,,,
297,05/03/09 03:00:00 PM,75580,7.882,3.51,,,,,
298,05/03/09 03:15:00 PM,75555,8.082,3.51,,,,,
299,05/03/09 03:30:00 PM,75550,8.282,3.51,,,,,
300,05/03/09 03:45:00 PM,75525,8.481,3.51,,,,,
301,05/03/09 04:00:00 PM,75531,8.779,3.51,,,,,
302,05/03/09 04:15:00 PM,75526,8.978,3.51,,,,,
303,05/03/09 04:30:00 PM,75491,9.176,3.51,,,,,
304,05/03/09 04:45:00 PM,75468,9.472,3.51,,,,,
305,05/03/09 05:00:00 PM,75452,9.669,3.48,,,,,
306,05/03/09 05:15:00 PM,75474,9.768,3.48,,,,,
307,05/03/09 05:30:00 PM,75435,9.768,3.48,,,,,
308,05/03/09 05:45:00 PM,75435,9.768,3.48,,,,,
309,05/03/09 06:00:00 PM,75480,9.571,3.51,,,,,
310,05/03/09 06:15:00 PM,75456,9.373,3.51,,,,,
311,05/03/09 06:30:00 PM,75471,9.176,3.51,,,,,
312,05/03/09 06:45:00 PM,75457,8.978,3.51,,,,,
313,05/03/09 07:00:00 PM,75450,8.680,3.51,,,,,
314,05/03/09 07:15:00 PM,75446,8.481,3.51,,,,,
315,05/03/09 07:30:00 PM,75469,8.182,3.51,,,,,
316,05/03/09 07:45:00 PM,75455,7.983,3.51,,,,,
317,05/03/09 08:00:00 PM,75470,7.782,3.48,,,,,
318,05/03/09 08:15:00 PM,75495,7.582,3.48,,,,,
319,05/03/09 08:30:00 PM,75452,7.381,3.48,,,,,
320,05/03/09 08:45:00 PM,75486,7.179,3.48,,,,,
321,05/03/09 09:00:00 PM,75492,6.978,3.48,,,,,
322,05/03/09 09:15:00 PM,75497,6.775,3.48,,,,,
323,05/03/09 09:30:00 PM,75493,6.573,3.48,,,,,
324,05/03/09 09:45:00 PM,75501,6.471,3.48,,,,,
325,05/03/09 10:00:00 PM,75536,6.268,3.48,,,,,
326,05/03/09 10:15:00 PM,75533,6.166,3.48,,,,,
327,05/03/09 10:30:00 PM,75551,6.064,3.48,,,,,
328,05/03/09 10:45:00 PM,75546,5.860,3.48,,,,,
329,05/03/09 11:00:00 PM,75554,5.757,3.48,,,,,
330,05/03/09 11:15:00 PM,75544,5.757,3.48,,,,,
331,05/03/09 11:30:00 PM,75542,5.655,3.48,,,,,
332,05/03/09 11:45:00 PM,75532,5.655,3.48,,,,,
333,05/04/09 12:00:00 AM,75530,5.552,3.48,,,,,
334,05/04/09 12:15:00 AM,75510,5.552,3.48,,,,,
335,05/04/09 12:30:00 AM,75540,5.552,3.48,,,,,
336,05/04/09 12:45:00 AM,75547,5.450,3.48,,,,,
337,05/04/09 01:00:00 AM,75508,5.450,3.48,,,,,
338,05/04/09 01:15:00 AM,75518,5.450,3.48,,,,,
339,05/04/09 01:30:00 AM,75498,5.450,3.48,,,,,
340,05/04/09 01:45:00 AM,75498,5.450,3.46,,,,,
341,05/04/09 02:00:00 AM,75477,5.347,3.46,,,,,
342,05/04/09 02:15:00 AM,75457,5.347,3.46,,,,,
343,05/04/09 02:30:00 AM,75457,5.347,3.46,,,,,
344,05/04/09 02:45:00 AM,75437,5.347,3.46,,,,,
345,05/04/09 03:00:00 AM,75406,5.244,3.46,,,,,
346,05/04/09 03:15:00 AM,75406,5.244,3.46,,,,,
347,05/04/09 03:30:00 AM,75394,5.141,3.46,,,,,
348,05/04/09 03:45:00 AM,75382,5.037,3.46,,,,,
349,05/04/09 04:00:00 AM,75409,4.934,3.46,,,,,
350,05/04/09 04:15:00 AM,75419,4.934,3.46,,,,,
351,05/04/09 04:30:00 AM,75417,4.831,3.46,,,,,
352,05/04/09 04:45:00 AM,75426,4.831,3.46,,,,,
353,05/04/09 05:00:00 AM,75424,4.727,3.48,,,,,
354,05/04/09 05:15:00 AM,75424,4.727,3.48,,,,,
355,05/04/09 05:30:00 AM,75434,4.727,3.48,,,,,
356,05/04/09 05:45:00 AM,75422,4.623,3.48,,,,,
357,05/04/09 06:00:00 AM,75432,4.623,3.48,,,,,
358,05/04/09 06:15:00 AM,75439,4.519,3.48,,,,,
359,05/04/09 06:30:00 AM,75430,4.519,3.48,,,,,
360,05/04/09 06:45:00 AM,75418,4.415,3.48,,,,,
361,05/04/09 07:00:00 AM,75427,4.415,3.48,,,,,
362,05/04/09 07:15:00 AM,75427,4.415,3.48,,,,,
363,05/04/09 07:30:00 AM,75447,4.415,3.48,,,,,
364,05/04/09 07:45:00 AM,75457,4.415,3.48,,,,,
365,05/04/09 08:00:00 AM,75447,4.415,3.48,,,,,
366,05/04/09 08:15:00 AM,75439,4.519,3.48,,,,,
367,05/04/09 08:30:00 AM,75461,4.623,3.48,,,,,
368,05/04/09 08:45:00 AM,75493,4.727,3.48,,,,,
369,05/04/09 09:00:00 AM,75458,4.934,3.46,,,,,
370,05/04/09 09:15:00 AM,75450,5.037,3.46,,,,,
371,05/04/09 09:30:00 AM,75416,5.244,3.46,,,,,
372,05/04/09 09:45:00 AM,75432,5.552,3.48,,,,,
373,05/04/09 10:00:00 AM,75441,5.962,3.48,,,,,
374,05/04/09 10:15:00 AM,75428,6.268,3.48,,,,,
375,05/04/09 10:30:00 AM,75454,6.573,3.48,,,,,
376,05/04/09 10:45:00 AM,75470,6.877,3.48,,,,,
377,05/04/09 11:00:00 AM,75467,7.179,3.48,,,,,
378,05/04/09 11:15:00 AM,75424,7.481,3.48,,,,,
379,05/04/09 11:30:00 AM,75453,7.882,3.48,,,,,
380,05/04/09 11:45:00 AM,75461,8.282,3.51,,,,,
381,05/04/09 12:00:00 PM,75470,8.680,3.51,,,,,
382,05/04/09 12:15:00 PM,75469,9.077,3.51,,,,,
383,05/04/09 12:30:00 PM,75456,9.373,3.51,,,,,
384,05/04/09 12:45:00 PM,75462,9.669,3.48,,,,,
385,05/04/09 01:00:00 PM,75449,9.965,3.48,,,,,
386,05/04/09 01:15:00 PM,75414,10.161,3.48,,,,,
387,05/04/09 01:30:00 PM,75420,10.455,3.51,,,,,
388,05/04/09 01:45:00 PM,75409,10.846,3.51,,,,,
389,05/04/09 02:00:00 PM,75394,11.041,3.51,,,,,
390,05/04/09 02:15:00 PM,75391,11.334,3.51,,,,,
391,05/04/09 02:30:00 PM,75405,11.528,3.51,,,,,
392,05/04/09 02:45:00 PM,75417,11.625,3.51,,,,,
393,05/04/09 03:00:00 PM,75441,11.819,3.51,,,,,
394,05/04/09 03:15:00 PM,75426,12.013,3.51,,,,,
395,05/04/09 03:30:00 PM,75408,12.110,3.51,,,,,
396,05/04/09 03:45:00 PM,75398,12.110,3.51,,,,,
397,05/04/09 04:00:00 PM,75410,12.207,3.51,,,,,
398,05/04/09 04:15:00 PM,75373,12.304,3.51,,,,,
399,05/04/09 04:30:00 PM,75375,12.401,3.51,,,,,
400,05/04/09 04:45:00 PM,75393,12.304,3.51,,,,,
401,05/04/09 05:00:00 PM,75363,12.304,3.51,,,,,
402,05/04/09 05:15:00 PM,75381,12.207,3.51,,,,,
403,05/04/09 05:30:00 PM,75369,12.110,3.51,,,,,
404,05/04/09 05:45:00 PM,75384,11.916,3.51,,,,,
405,05/04/09 06:00:00 PM,75390,11.722,3.51,,,,,
406,05/04/09 06:15:00 PM,75364,11.431,3.51,,,,,
407,05/04/09 06:30:00 PM,75387,11.139,3.51,,,,,
408,05/04/09 06:45:00 PM,75400,10.846,3.51,,,,,
409,05/04/09 07:00:00 PM,75389,10.357,3.48,,,,,
