"Plot Title: 2250096"
"#","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 2250096, SEN S/N: 2250096)","Temp, °C (LGR S/N: 2250096, SEN S/N: 2250096)","Batt, V (LGR S/N: 2250096, SEN S/N: 2250096)","Coupler Detached (LGR S/N: 2250096)","Coupler Attached (LGR S/N: 2250096)","Host Connected (LGR S/N: 2250096)","Stopped (LGR S/N: 2250096)","End Of File (LGR S/N: 2250096)"
34,12/09/08 01:15:00 AM,73815,0.343,3.37,,,,,
35,12/09/08 01:30:00 AM,73824,0.343,3.37,,,,,
36,12/09/08 01:45:00 AM,73864,0.343,3.37,,,,,
37,12/09/08 02:00:00 AM,73854,0.343,3.37,,,,,
38,12/09/08 02:15:00 AM,73854,0.343,3.37,,,,,
39,12/09/08 02:30:00 AM,73864,0.343,3.37,,,,,
40,12/09/08 02:45:00 AM,73883,0.343,3.37,,,,,
41,12/09/08 03:00:00 AM,73913,0.343,3.37,,,,,
42,12/09/08 03:15:00 AM,73944,0.453,3.37,,,,,
43,12/09/08 03:30:00 AM,73944,0.453,3.37,,,,,
44,12/09/08 03:45:00 AM,73964,0.453,3.37,,,,,
45,12/09/08 04:00:00 AM,73983,0.453,3.37,,,,,
46,12/09/08 04:15:00 AM,73974,0.453,3.37,,,,,
47,12/09/08 04:30:00 AM,73993,0.453,3.37,,,,,
48,12/09/08 04:45:00 AM,73993,0.453,3.37,,,,,
49,12/09/08 05:00:00 AM,74013,0.453,3.37,,,,,
50,12/09/08 05:15:00 AM,74052,0.453,3.37,,,,,
51,12/09/08 05:30:00 AM,74081,0.453,3.37,,,,,
52,12/09/08 05:45:00 AM,74101,0.453,3.37,,,,,
53,12/09/08 06:00:00 AM,74111,0.453,3.37,,,,,
54,12/09/08 06:15:00 AM,74140,0.453,3.37,,,,,
55,12/09/08 06:30:00 AM,74160,0.453,3.37,,,,,
56,12/09/08 06:45:00 AM,74209,0.453,3.37,,,,,
57,12/09/08 07:00:00 AM,74218,0.453,3.37,,,,,
58,12/09/08 07:15:00 AM,74258,0.453,3.37,,,,,
59,12/09/08 07:30:00 AM,74307,0.453,3.37,,,,,
60,12/09/08 07:45:00 AM,74326,0.453,3.37,,,,,
61,12/09/08 08:00:00 AM,74356,0.453,3.37,,,,,
62,12/09/08 08:15:00 AM,74397,0.563,3.37,,,,,
63,12/09/08 08:30:00 AM,74436,0.563,3.37,,,,,
64,12/09/08 08:45:00 AM,74446,0.563,3.37,,,,,
65,12/09/08 09:00:00 AM,74466,0.563,3.37,,,,,
66,12/09/08 09:15:00 AM,74527,0.674,3.37,,,,,
67,12/09/08 09:30:00 AM,74556,0.674,3.37,,,,,
68,12/09/08 09:45:00 AM,74607,0.784,3.37,,,,,
69,12/09/08 10:00:00 AM,74627,0.784,3.37,,,,,
70,12/09/08 10:15:00 AM,74649,0.893,3.37,,,,,
71,12/09/08 10:30:00 AM,74658,0.893,3.37,,,,,
72,12/09/08 10:45:00 AM,74680,1.003,3.37,,,,,
73,12/09/08 11:00:00 AM,74682,1.112,3.37,,,,,
74,12/09/08 11:15:00 AM,74685,1.221,3.37,,,,,
75,12/09/08 11:30:00 AM,74709,1.439,3.37,,,,,
76,12/09/08 11:45:00 AM,74750,1.548,3.40,,,,,
77,12/09/08 12:00:00 PM,74789,1.548,3.40,,,,,
78,12/09/08 12:15:00 PM,74811,1.656,3.40,,,,,
79,12/09/08 12:30:00 PM,74821,1.656,3.40,,,,,
80,12/09/08 12:45:00 PM,74840,1.656,3.40,,,,,
81,12/09/08 01:00:00 PM,74850,1.656,3.40,,,,,
82,12/09/08 01:15:00 PM,74860,1.656,3.40,,,,,
83,12/09/08 01:30:00 PM,74862,1.764,3.40,,,,,
84,12/09/08 01:45:00 PM,74892,1.764,3.40,,,,,
85,12/09/08 02:00:00 PM,74902,1.764,3.40,,,,,
86,12/09/08 02:15:00 PM,74921,1.764,3.40,,,,,
87,12/09/08 02:30:00 PM,74931,1.764,3.40,,,,,
88,12/09/08 02:45:00 PM,74980,1.764,3.40,,,,,
89,12/09/08 03:00:00 PM,74990,1.764,3.40,,,,,
90,12/09/08 03:15:00 PM,75012,1.872,3.40,,,,,
91,12/09/08 03:30:00 PM,75012,1.872,3.40,,,,,
92,12/09/08 03:45:00 PM,75031,1.872,3.40,,,,,
93,12/09/08 04:00:00 PM,75029,1.764,3.40,,,,,
94,12/09/08 04:15:00 PM,75058,1.764,3.40,,,,,
95,12/09/08 04:30:00 PM,75076,1.656,3.40,,,,,
96,12/09/08 04:45:00 PM,75103,1.548,3.40,,,,,
97,12/09/08 05:00:00 PM,75128,1.330,3.40,,,,,
98,12/09/08 05:15:00 PM,75135,1.221,3.37,,,,,
99,12/09/08 05:30:00 PM,75141,1.003,3.37,,,,,
100,12/09/08 05:45:00 PM,75158,0.893,3.37,,,,,
101,12/09/08 06:00:00 PM,75203,0.674,3.37,,,,,
102,12/09/08 06:15:00 PM,75200,0.563,3.37,,,,,
103,12/09/08 06:30:00 PM,75208,0.453,3.37,,,,,
104,12/09/08 06:45:00 PM,75235,0.343,3.37,,,,,
105,12/09/08 07:00:00 PM,75301,0.232,3.37,,,,,
106,12/09/08 07:15:00 PM,75350,0.232,3.37,,,,,
107,12/09/08 07:30:00 PM,75370,0.232,3.37,,,,,
108,12/09/08 07:45:00 PM,75409,0.232,3.37,,,,,
109,12/09/08 08:00:00 PM,75448,0.232,3.37,,,,,
110,12/09/08 08:15:00 PM,75485,0.121,3.37,,,,,
111,12/09/08 08:30:00 PM,75534,0.121,3.37,,,,,
112,12/09/08 08:45:00 PM,75554,0.121,3.37,,,,,
113,12/09/08 09:00:00 PM,75573,0.121,3.37,,,,,
114,12/09/08 09:15:00 PM,75573,0.121,3.37,,,,,
115,12/09/08 09:30:00 PM,75583,0.121,3.37,,,,,
116,12/09/08 09:45:00 PM,75583,0.121,3.37,,,,,
117,12/09/08 10:00:00 PM,75593,0.121,3.37,,,,,
118,12/09/08 10:15:00 PM,75625,0.232,3.37,,,,,
119,12/09/08 10:30:00 PM,75644,0.232,3.37,,,,,
120,12/09/08 10:45:00 PM,75644,0.232,3.37,,,,,
121,12/09/08 11:00:00 PM,75664,0.232,3.37,,,,,
122,12/09/08 11:15:00 PM,75683,0.232,3.37,,,,,
123,12/09/08 11:30:00 PM,75691,0.121,3.37,,,,,
124,12/09/08 11:45:00 PM,75713,0.232,3.37,,,,,
125,12/10/08 12:00:00 AM,75711,0.121,3.37,,,,,
126,12/10/08 12:15:00 AM,75720,0.121,3.37,,,,,
127,12/10/08 12:30:00 AM,75750,0.121,3.37,,,,,
128,12/10/08 12:45:00 AM,75750,0.121,3.37,,,,,
129,12/10/08 01:00:00 AM,75760,0.121,3.37,,,,,
130,12/10/08 01:15:00 AM,75779,0.121,3.37,,,,,
131,12/10/08 01:30:00 AM,75799,0.121,3.37,,,,,
132,12/10/08 01:45:00 AM,75828,0.121,3.37,,,,,
133,12/10/08 02:00:00 AM,75828,0.121,3.37,,,,,
134,12/10/08 02:15:00 AM,75848,0.121,3.37,,,,,
135,12/10/08 02:30:00 AM,75867,0.121,3.37,,,,,
136,12/10/08 02:45:00 AM,75887,0.121,3.37,,,,,
137,12/10/08 03:00:00 AM,75897,0.121,3.37,,,,,
138,12/10/08 03:15:00 AM,75926,0.121,3.37,,,,,
139,12/10/08 03:30:00 AM,75946,0.121,3.37,,,,,
140,12/10/08 03:45:00 AM,75946,0.121,3.37,,,,,
141,12/10/08 04:00:00 AM,75936,0.121,3.37,,,,,
142,12/10/08 04:15:00 AM,75975,0.121,3.37,,,,,
143,12/10/08 04:30:00 AM,76005,0.121,3.37,,,,,
144,12/10/08 04:45:00 AM,76014,0.121,3.37,,,,,
145,12/10/08 05:00:00 AM,76034,0.121,3.37,,,,,
146,12/10/08 05:15:00 AM,76044,0.121,3.37,,,,,
147,12/10/08 05:30:00 AM,76073,0.121,3.37,,,,,
148,12/10/08 05:45:00 AM,76122,0.121,3.37,,,,,
149,12/10/08 06:00:00 AM,76122,0.121,3.37,,,,,
150,12/10/08 06:15:00 AM,76142,0.121,3.37,,,,,
151,12/10/08 06:30:00 AM,76181,0.121,3.37,,,,,
152,12/10/08 06:45:00 AM,76201,0.121,3.37,,,,,
153,12/10/08 07:00:00 AM,76240,0.121,3.37,,,,,
154,12/10/08 07:15:00 AM,76279,0.121,3.37,,,,,
155,12/10/08 07:30:00 AM,76269,0.121,3.37,,,,,
156,12/10/08 07:45:00 AM,76279,0.121,3.37,,,,,
157,12/10/08 08:00:00 AM,76318,0.121,3.37,,,,,
158,12/10/08 08:15:00 AM,76357,0.121,3.37,,,,,
159,12/10/08 08:30:00 AM,76377,0.121,3.37,,,,,
160,12/10/08 08:45:00 AM,76377,0.121,3.37,,,,,
161,12/10/08 09:00:00 AM,76357,0.121,3.37,,,,,
162,12/10/08 09:15:00 AM,76387,0.121,3.37,,,,,
163,12/10/08 09:30:00 AM,76436,0.121,3.37,,,,,
164,12/10/08 09:45:00 AM,76426,0.121,3.37,,,,,
165,12/10/08 10:00:00 AM,76426,0.121,3.37,,,,,
166,12/10/08 10:15:00 AM,76416,0.121,3.37,,,,,
167,12/10/08 10:30:00 AM,76338,0.121,3.37,,,,,
168,12/10/08 10:45:00 AM,76328,0.121,3.37,,,,,
169,12/10/08 11:00:00 AM,76250,0.121,3.37,,,,,
170,12/10/08 11:15:00 AM,76291,0.232,3.37,,,,,
171,12/10/08 11:30:00 AM,76262,0.232,3.37,,,,,
172,12/10/08 11:45:00 AM,76271,0.232,3.37,,,,,
173,12/10/08 12:00:00 PM,76124,0.232,3.37,,,,,
174,12/10/08 12:15:00 PM,75919,0.232,3.37,,,,,
175,12/10/08 12:30:00 PM,75830,0.232,3.37,,,,,
176,12/10/08 12:45:00 PM,75809,0.121,3.40,,,,,
177,12/10/08 01:00:00 PM,75681,0.121,3.37,,,,,
178,12/10/08 01:15:00 PM,75603,0.121,3.37,,,,,
179,12/10/08 01:30:00 PM,75573,0.121,3.40,,,,,
180,12/10/08 01:45:00 PM,75595,0.232,3.40,,,,,
181,12/10/08 02:00:00 PM,75556,0.232,3.40,,,,,
182,12/10/08 02:15:00 PM,75546,0.232,3.40,,,,,
183,12/10/08 02:30:00 PM,75576,0.232,3.40,,,,,
184,12/10/08 02:45:00 PM,75507,0.232,3.40,,,,,
185,12/10/08 03:00:00 PM,75517,0.232,3.40,,,,,
186,12/10/08 03:15:00 PM,75495,0.121,3.40,,,,,
187,12/10/08 03:30:00 PM,75478,0.232,3.40,,,,,
188,12/10/08 03:45:00 PM,75475,0.563,3.40,,,,,
189,12/10/08 04:00:00 PM,75481,1.330,3.40,,,,,
190,12/10/08 04:15:00 PM,75462,1.872,3.40,,,,,
191,12/10/08 04:30:00 PM,75474,1.980,3.40,,,,,
192,12/10/08 04:45:00 PM,75496,2.088,3.40,,,,,
193,12/10/08 05:00:00 PM,75496,2.088,3.40,,,,,
194,12/10/08 05:15:00 PM,75504,1.980,3.40,,,,,
195,12/10/08 05:30:00 PM,75523,1.980,3.40,,,,,
196,12/10/08 05:45:00 PM,75531,1.872,3.40,,,,,
197,12/10/08 06:00:00 PM,75539,1.764,3.40,,,,,
198,12/10/08 06:15:00 PM,75568,1.764,3.40,,,,,
199,12/10/08 06:30:00 PM,75566,1.656,3.40,,,,,
200,12/10/08 06:45:00 PM,75546,1.656,3.40,,,,,
201,12/10/08 07:00:00 PM,75564,1.548,3.40,,,,,
202,12/10/08 07:15:00 PM,75554,1.548,3.40,,,,,
203,12/10/08 07:30:00 PM,75571,1.439,3.40,,,,,
204,12/10/08 07:45:00 PM,75581,1.439,3.40,,,,,
205,12/10/08 08:00:00 PM,75569,1.330,3.40,,,,,
206,12/10/08 08:15:00 PM,75586,1.221,3.40,,,,,
207,12/10/08 08:30:00 PM,75596,1.221,3.40,,,,,
208,12/10/08 08:45:00 PM,75604,1.112,3.40,,,,,
209,12/10/08 09:00:00 PM,75613,1.112,3.40,,,,,
210,12/10/08 09:15:00 PM,75601,1.003,3.40,,,,,
211,12/10/08 09:30:00 PM,75621,1.003,3.40,,,,,
212,12/10/08 09:45:00 PM,75609,0.893,3.40,,,,,
213,12/10/08 10:00:00 PM,75616,0.784,3.40,,,,,
214,12/10/08 10:15:00 PM,75626,0.784,3.40,,,,,
215,12/10/08 10:30:00 PM,75614,0.674,3.40,,,,,
216,12/10/08 10:45:00 PM,75612,0.563,3.40,,,,,
217,12/10/08 11:00:00 PM,75622,0.563,3.40,,,,,
218,12/10/08 11:15:00 PM,75619,0.453,3.40,,,,,
219,12/10/08 11:30:00 PM,75610,0.453,3.40,,,,,
220,12/10/08 11:45:00 PM,75588,0.343,3.40,,,,,
221,12/11/08 12:00:00 AM,75578,0.343,3.40,,,,,
222,12/11/08 12:15:00 AM,75576,0.232,3.40,,,,,
223,12/11/08 12:30:00 AM,75556,0.232,3.40,,,,,
224,12/11/08 12:45:00 AM,75605,0.232,3.40,,,,,
225,12/11/08 01:00:00 AM,75654,0.232,3.40,,,,,
226,12/11/08 01:15:00 AM,75681,0.121,3.40,,,,,
227,12/11/08 01:30:00 AM,75691,0.121,3.40,,,,,
228,12/11/08 01:45:00 AM,75701,0.121,3.40,,,,,
229,12/11/08 02:00:00 AM,75732,0.232,3.40,,,,,
230,12/11/08 02:15:00 AM,75750,0.121,3.40,,,,,
231,12/11/08 02:30:00 AM,75762,0.232,3.40,,,,,
232,12/11/08 02:45:00 AM,75742,0.232,3.40,,,,,
233,12/11/08 03:00:00 AM,75762,0.232,3.40,,,,,
234,12/11/08 03:15:00 AM,75781,0.232,3.40,,,,,
235,12/11/08 03:30:00 AM,75791,0.232,3.40,,,,,
236,12/11/08 03:45:00 AM,75801,0.232,3.40,,,,,
237,12/11/08 04:00:00 AM,75821,0.232,3.40,,,,,
238,12/11/08 04:15:00 AM,75801,0.232,3.40,,,,,
239,12/11/08 04:30:00 AM,75801,0.232,3.40,,,,,
240,12/11/08 04:45:00 AM,75801,0.232,3.40,,,,,
241,12/11/08 05:00:00 AM,75801,0.232,3.40,,,,,
242,12/11/08 05:15:00 AM,75840,0.232,3.40,,,,,
243,12/11/08 05:30:00 AM,75870,0.232,3.40,,,,,
244,12/11/08 05:45:00 AM,75879,0.232,3.40,,,,,
245,12/11/08 06:00:00 AM,75887,0.121,3.40,,,,,
246,12/11/08 06:15:00 AM,75909,0.232,3.40,,,,,
247,12/11/08 06:30:00 AM,75919,0.232,3.40,,,,,
248,12/11/08 06:45:00 AM,75909,0.232,3.40,,,,,
249,12/11/08 07:00:00 AM,75928,0.232,3.40,,,,,
250,12/11/08 07:15:00 AM,75956,0.121,3.40,,,,,
251,12/11/08 07:30:00 AM,75956,0.121,3.40,,,,,
252,12/11/08 07:45:00 AM,75946,0.121,3.40,,,,,
253,12/11/08 08:00:00 AM,76005,0.121,3.40,,,,,
254,12/11/08 08:15:00 AM,76005,0.121,3.40,,,,,
255,12/11/08 08:30:00 AM,76005,0.121,3.40,,,,,
256,12/11/08 08:45:00 AM,76024,0.121,3.40,,,,,
257,12/11/08 09:00:00 AM,76024,0.121,3.40,,,,,
258,12/11/08 09:15:00 AM,76024,0.121,3.40,,,,,
259,12/11/08 09:30:00 AM,76044,0.121,3.40,,,,,
260,12/11/08 09:45:00 AM,76054,0.121,3.40,,,,,
261,12/11/08 10:00:00 AM,76054,0.121,3.40,,,,,
262,12/11/08 10:15:00 AM,76083,0.121,3.40,,,,,
263,12/11/08 10:30:00 AM,76083,0.121,3.40,,,,,
264,12/11/08 10:45:00 AM,75828,0.121,3.40,,,,,
265,12/11/08 11:00:00 AM,75789,0.121,3.40,,,,,
266,12/11/08 11:15:00 AM,75701,0.121,3.40,,,,,
267,12/11/08 11:30:00 AM,75593,0.121,3.40,,,,,
268,12/11/08 11:45:00 AM,75546,0.232,3.40,,,,,
269,12/11/08 12:00:00 PM,75478,0.232,3.40,,,,,
270,12/11/08 12:15:00 PM,75429,0.232,3.40,,,,,
271,12/11/08 12:30:00 PM,75409,0.232,3.40,,,,,
272,12/11/08 12:45:00 PM,75419,0.232,3.40,,,,,
273,12/11/08 01:00:00 PM,75340,0.232,3.40,,,,,
274,12/11/08 01:15:00 PM,75301,0.674,3.40,,,,,
275,12/11/08 01:30:00 PM,75284,1.764,3.40,,,,,
276,12/11/08 01:45:00 PM,75290,2.517,3.43,,,,,
277,12/11/08 02:00:00 PM,75301,3.049,3.43,,,,,
278,12/11/08 02:15:00 PM,75297,3.367,3.43,,,,,
279,12/11/08 02:30:00 PM,75282,3.578,3.43,,,,,
280,12/11/08 02:45:00 PM,75294,3.683,3.43,,,,,
281,12/11/08 03:00:00 PM,75279,3.893,3.43,,,,,
282,12/11/08 03:15:00 PM,75289,3.893,3.43,,,,,
283,12/11/08 03:30:00 PM,75299,3.893,3.43,,,,,
284,12/11/08 03:45:00 PM,75296,3.788,3.43,,,,,
285,12/11/08 04:00:00 PM,75304,3.683,3.43,,,,,
286,12/11/08 04:15:00 PM,75312,3.578,3.43,,,,,
287,12/11/08 04:30:00 PM,75317,3.367,3.43,,,,,
288,12/11/08 04:45:00 PM,75322,3.155,3.43,,,,,
289,12/11/08 05:00:00 PM,75318,2.943,3.43,,,,,
290,12/11/08 05:15:00 PM,75323,2.730,3.43,,,,,
291,12/11/08 05:30:00 PM,75339,2.517,3.43,,,,,
292,12/11/08 05:45:00 PM,75336,2.410,3.40,,,,,
293,12/11/08 06:00:00 PM,75342,2.195,3.40,,,,,
294,12/11/08 06:15:00 PM,75349,2.088,3.40,,,,,
295,12/11/08 06:30:00 PM,75357,1.980,3.40,,,,,
296,12/11/08 06:45:00 PM,75335,1.872,3.40,,,,,
297,12/11/08 07:00:00 PM,75362,1.764,3.40,,,,,
298,12/11/08 07:15:00 PM,75370,1.656,3.40,,,,,
299,12/11/08 07:30:00 PM,75358,1.548,3.40,,,,,
300,12/11/08 07:45:00 PM,75385,1.439,3.40,,,,,
301,12/11/08 08:00:00 PM,75402,1.330,3.40,,,,,
302,12/11/08 08:15:00 PM,75380,1.221,3.40,,,,,
303,12/11/08 08:30:00 PM,75378,1.112,3.40,,,,,
304,12/11/08 08:45:00 PM,75378,1.112,3.40,,,,,
305,12/11/08 09:00:00 PM,75376,1.003,3.40,,,,,
306,12/11/08 09:15:00 PM,75374,0.893,3.40,,,,,
307,12/11/08 09:30:00 PM,75383,0.893,3.40,,,,,
308,12/11/08 09:45:00 PM,75381,0.784,3.40,,,,,
309,12/11/08 10:00:00 PM,75389,0.674,3.40,,,,,
310,12/11/08 10:15:00 PM,75369,0.674,3.40,,,,,
311,12/11/08 10:30:00 PM,75386,0.563,3.40,,,,,
312,12/11/08 10:45:00 PM,75396,0.563,3.40,,,,,
313,12/11/08 11:00:00 PM,75384,0.453,3.40,,,,,
314,12/11/08 11:15:00 PM,75362,0.343,3.40,,,,,
315,12/11/08 11:30:00 PM,75362,0.343,3.40,,,,,
316,12/11/08 11:45:00 PM,75382,0.343,3.40,,,,,
317,12/12/08 12:00:00 AM,75389,0.232,3.40,,,,,
318,12/12/08 12:15:00 AM,75429,0.232,3.40,,,,,
319,12/12/08 12:30:00 AM,75448,0.232,3.40,,,,,
320,12/12/08 12:45:00 AM,75468,0.232,3.40,,,,,
321,12/12/08 01:00:00 AM,75468,0.232,3.40,,,,,
322,12/12/08 01:15:00 AM,75507,0.232,3.40,,,,,
323,12/12/08 01:30:00 AM,75517,0.232,3.40,,,,,
324,12/12/08 01:45:00 AM,75517,0.232,3.40,,,,,
325,12/12/08 02:00:00 AM,75546,0.232,3.40,,,,,
326,12/12/08 02:15:00 AM,75536,0.232,3.40,,,,,
327,12/12/08 02:30:00 AM,75566,0.232,3.40,,,,,
328,12/12/08 02:45:00 AM,75566,0.232,3.40,,,,,
329,12/12/08 03:00:00 AM,75576,0.232,3.40,,,,,
330,12/12/08 03:15:00 AM,75585,0.232,3.40,,,,,
331,12/12/08 03:30:00 AM,75595,0.232,3.40,,,,,
332,12/12/08 03:45:00 AM,75585,0.232,3.40,,,,,
333,12/12/08 04:00:00 AM,75585,0.232,3.40,,,,,
334,12/12/08 04:15:00 AM,75585,0.232,3.40,,,,,
335,12/12/08 04:30:00 AM,75585,0.232,3.40,,,,,
336,12/12/08 04:45:00 AM,75615,0.232,3.40,,,,,
337,12/12/08 05:00:00 AM,75625,0.232,3.40,,,,,
338,12/12/08 05:15:00 AM,75625,0.232,3.40,,,,,
339,12/12/08 05:30:00 AM,75644,0.232,3.40,,,,,
340,12/12/08 05:45:00 AM,75664,0.232,3.40,,,,,
341,12/12/08 06:00:00 AM,75654,0.232,3.40,,,,,
342,12/12/08 06:15:00 AM,75654,0.232,3.40,,,,,
343,12/12/08 06:30:00 AM,75664,0.232,3.40,,,,,
344,12/12/08 06:45:00 AM,75654,0.232,3.40,,,,,
345,12/12/08 07:00:00 AM,75654,0.232,3.40,,,,,
346,12/12/08 07:15:00 AM,75683,0.232,3.40,,,,,
347,12/12/08 07:30:00 AM,75703,0.232,3.40,,,,,
348,12/12/08 07:45:00 AM,75723,0.232,3.40,,,,,
349,12/12/08 08:00:00 AM,75723,0.232,3.40,,,,,
350,12/12/08 08:15:00 AM,75752,0.232,3.40,,,,,
351,12/12/08 08:30:00 AM,75742,0.232,3.40,,,,,
352,12/12/08 08:45:00 AM,75693,0.232,3.40,,,,,
353,12/12/08 09:00:00 AM,75683,0.232,3.40,,,,,
354,12/12/08 09:15:00 AM,75703,0.232,3.40,,,,,
355,12/12/08 09:30:00 AM,75693,0.232,3.40,,,,,
356,12/12/08 09:45:00 AM,75654,0.232,3.40,,,,,
357,12/12/08 10:00:00 AM,75634,0.232,3.40,,,,,
358,12/12/08 10:15:00 AM,75615,0.232,3.40,,,,,
359,12/12/08 10:30:00 AM,75458,0.232,3.40,,,,,
360,12/12/08 10:45:00 AM,75360,0.232,3.40,,,,,
361,12/12/08 11:00:00 AM,75292,0.232,3.40,,,,,
362,12/12/08 11:15:00 AM,75194,0.232,3.40,,,,,
363,12/12/08 11:30:00 AM,75145,0.232,3.40,,,,,
364,12/12/08 11:45:00 AM,75096,0.232,3.40,,,,,
365,12/12/08 12:00:00 PM,75037,0.232,3.40,,,,,
366,12/12/08 12:15:00 PM,75007,0.232,3.40,,,,,
367,12/12/08 12:30:00 PM,74939,0.232,3.40,,,,,
368,12/12/08 12:45:00 PM,74916,0.563,3.40,,,,,
369,12/12/08 01:00:00 PM,74893,1.330,3.40,,,,,
370,12/12/08 01:15:00 PM,74884,1.872,3.43,,,,,
371,12/12/08 01:30:00 PM,74871,2.195,3.43,,,,,
372,12/12/08 01:45:00 PM,74878,2.517,3.43,,,,,
373,12/12/08 02:00:00 PM,74872,2.730,3.43,,,,,
374,12/12/08 02:15:00 PM,74865,2.837,3.43,,,,,
375,12/12/08 02:30:00 PM,74828,2.943,3.43,,,,,
376,12/12/08 02:45:00 PM,74820,3.049,3.43,,,,,
377,12/12/08 03:00:00 PM,74822,3.155,3.43,,,,,
378,12/12/08 03:15:00 PM,74783,3.155,3.43,,,,,
379,12/12/08 03:30:00 PM,74803,3.155,3.43,,,,,
380,12/12/08 03:45:00 PM,74773,3.155,3.43,,,,,
381,12/12/08 04:00:00 PM,74764,3.155,3.43,,,,,
382,12/12/08 04:15:00 PM,74761,3.049,3.43,,,,,
383,12/12/08 04:30:00 PM,74742,3.049,3.43,,,,,
384,12/12/08 04:45:00 PM,74722,3.049,3.43,,,,,
385,12/12/08 05:00:00 PM,74720,2.943,3.43,,,,,
386,12/12/08 05:15:00 PM,74730,2.943,3.43,,,,,
387,12/12/08 05:30:00 PM,74728,2.837,3.43,,,,,
388,12/12/08 05:45:00 PM,74698,2.837,3.43,,,,,
389,12/12/08 06:00:00 PM,74718,2.837,3.43,,,,,
390,12/12/08 06:15:00 PM,74716,2.730,3.43,,,,,
391,12/12/08 06:30:00 PM,74725,2.730,3.43,,,,,
392,12/12/08 06:45:00 PM,74723,2.624,3.43,,,,,
393,12/12/08 07:00:00 PM,74684,2.624,3.43,,,,,
394,12/12/08 07:15:00 PM,74694,2.624,3.43,,,,,
395,12/12/08 07:30:00 PM,74682,2.517,3.43,,,,,
396,12/12/08 07:45:00 PM,74660,2.410,3.43,,,,,
397,12/12/08 08:00:00 PM,74648,2.303,3.43,,,,,
398,12/12/08 08:15:00 PM,74616,2.195,3.43,,,,,
399,12/12/08 08:30:00 PM,74607,2.195,3.43,,,,,
400,12/12/08 08:45:00 PM,74614,2.088,3.43,,,,,
401,12/12/08 09:00:00 PM,74602,1.980,3.43,,,,,
402,12/12/08 09:15:00 PM,74592,1.980,3.43,,,,,
403,12/12/08 09:30:00 PM,74580,1.872,3.40,,,,,
404,12/12/08 09:45:00 PM,74549,1.764,3.40,,,,,
405,12/12/08 10:00:00 PM,74529,1.764,3.40,,,,,
406,12/12/08 10:15:00 PM,74517,1.656,3.40,,,,,
407,12/12/08 10:30:00 PM,74515,1.548,3.40,,,,,
408,12/12/08 10:45:00 PM,74483,1.439,3.40,,,,,
409,12/12/08 11:00:00 PM,74464,1.439,3.40,,,,,
410,12/12/08 11:15:00 PM,74481,1.330,3.40,,,,,
