Plot Title: Redondo Creek 11-08,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1280508, SEN S/N: 1280508)","Temp, °C (LGR S/N: 1280508, SEN S/N: 1280508)",Coupler Detached (LGR S/N: 1280508),Coupler Attached (LGR S/N: 1280508),Host Connected (LGR S/N: 1280508),Stopped (LGR S/N: 1280508),End Of File (LGR S/N: 1280508)
59,11/25/2008,16:02:38,79466,0.784,,,,,
60,11/25/2008,16:32:38,79093,0.784,,,,,
61,11/25/2008,17:02:38,78689,0.784,,,,,
62,11/25/2008,17:32:38,78366,0.784,,,,,
63,11/25/2008,18:02:38,78083,0.784,,,,,
64,11/25/2008,18:32:38,77861,0.784,,,,,
65,11/25/2008,19:02:38,77820,0.784,,,,,
66,11/25/2008,19:32:38,77760,0.784,,,,,
67,11/25/2008,20:02:38,77740,0.784,,,,,
68,11/25/2008,20:32:38,77740,0.784,,,,,
69,11/25/2008,21:02:38,77740,0.784,,,,,
70,11/25/2008,21:32:38,77780,0.784,,,,,
71,11/25/2008,22:02:38,77769,0.893,,,,,
72,11/25/2008,22:32:38,77740,0.784,,,,,
73,11/25/2008,23:02:38,77739,0.893,,,,,
74,11/25/2008,23:32:38,77708,0.893,,,,,
75,11/26/2008,0:02:38,77708,0.893,,,,,
76,11/26/2008,0:32:38,77678,0.893,,,,,
77,11/26/2008,1:02:38,77638,0.893,,,,,
78,11/26/2008,1:32:38,77658,0.893,,,,,
79,11/26/2008,2:02:38,77658,0.893,,,,,
80,11/26/2008,2:32:38,77668,0.893,,,,,
81,11/26/2008,3:02:38,77658,0.893,,,,,
82,11/26/2008,3:32:38,77638,0.893,,,,,
83,11/26/2008,4:02:38,77607,0.893,,,,,
84,11/26/2008,4:32:38,77597,0.893,,,,,
85,11/26/2008,5:02:38,77577,0.893,,,,,
86,11/26/2008,5:32:38,77557,0.893,,,,,
87,11/26/2008,6:02:38,77557,0.893,,,,,
88,11/26/2008,6:32:38,77577,0.893,,,,,
89,11/26/2008,7:02:38,77607,0.893,,,,,
90,11/26/2008,7:32:38,77619,0.784,,,,,
91,11/26/2008,8:02:38,77607,0.893,,,,,
92,11/26/2008,8:32:38,77496,0.893,,,,,
93,11/26/2008,9:02:38,77436,0.893,,,,,
94,11/26/2008,9:32:38,77406,0.893,,,,,
95,11/26/2008,10:02:38,77406,0.893,,,,,
96,11/26/2008,10:32:38,77426,0.893,,,,,
97,11/26/2008,11:02:38,77406,0.893,,,,,
98,11/26/2008,11:32:38,77406,0.893,,,,,
99,11/26/2008,12:02:38,77355,0.893,,,,,
100,11/26/2008,12:32:38,77325,0.893,,,,,
101,11/26/2008,13:02:38,77294,0.893,,,,,
102,11/26/2008,13:32:38,77365,0.893,,,,,
103,11/26/2008,14:02:38,78012,0.784,,,,,
104,11/26/2008,14:32:38,78984,0.563,,,,,
105,11/26/2008,15:02:38,78235,0.674,,,,,
106,11/26/2008,15:32:38,78074,0.674,,,,,
107,11/26/2008,16:02:38,77781,0.674,,,,,
108,11/26/2008,16:32:38,77689,0.784,,,,,
109,11/26/2008,17:02:38,77619,0.784,,,,,
110,11/26/2008,17:32:38,77608,0.784,,,,,
111,11/26/2008,18:02:38,77619,0.784,,,,,
112,11/26/2008,18:32:38,77578,0.784,,,,,
113,11/26/2008,19:02:38,77598,0.784,,,,,
114,11/26/2008,19:32:38,77619,0.784,,,,,
115,11/26/2008,20:02:38,77597,0.893,,,,,
116,11/26/2008,20:32:38,77607,0.893,,,,,
117,11/26/2008,21:02:38,77597,0.893,,,,,
118,11/26/2008,21:32:38,77597,0.893,,,,,
119,11/26/2008,22:02:38,77587,0.893,,,,,
120,11/26/2008,22:32:38,77587,0.893,,,,,
121,11/26/2008,23:02:38,77577,0.893,,,,,
122,11/26/2008,23:32:38,77517,0.893,,,,,
123,11/27/2008,0:02:38,77496,0.893,,,,,
124,11/27/2008,0:32:38,77496,0.893,,,,,
125,11/27/2008,1:02:38,77446,0.893,,,,,
126,11/27/2008,1:32:38,77456,0.893,,,,,
127,11/27/2008,2:02:38,77496,0.893,,,,,
128,11/27/2008,2:32:38,77446,0.893,,,,,
129,11/27/2008,3:02:38,77395,0.893,,,,,
130,11/27/2008,3:32:38,77395,0.893,,,,,
131,11/27/2008,4:02:38,77355,0.893,,,,,
132,11/27/2008,4:32:38,77315,0.893,,,,,
133,11/27/2008,5:02:38,77284,0.893,,,,,
134,11/27/2008,5:32:38,77315,0.893,,,,,
135,11/27/2008,6:02:38,77284,0.893,,,,,
136,11/27/2008,6:32:38,77274,0.893,,,,,
137,11/27/2008,7:02:38,77234,0.893,,,,,
138,11/27/2008,7:32:38,77264,0.893,,,,,
139,11/27/2008,8:02:38,77274,0.893,,,,,
140,11/27/2008,8:32:38,77284,0.893,,,,,
141,11/27/2008,9:02:38,77254,0.893,,,,,
142,11/27/2008,9:32:38,77254,0.893,,,,,
143,11/27/2008,10:02:38,77244,0.893,,,,,
144,11/27/2008,10:32:38,77214,0.893,,,,,
145,11/27/2008,11:02:38,77173,0.893,,,,,
146,11/27/2008,11:32:38,77072,0.893,,,,,
147,11/27/2008,12:02:38,77022,0.893,,,,,
148,11/27/2008,12:32:38,76982,0.893,,,,,
149,11/27/2008,13:02:38,76951,0.893,,,,,
150,11/27/2008,13:32:38,76992,0.893,,,,,
151,11/27/2008,14:02:38,76982,0.893,,,,,
152,11/27/2008,14:32:38,76941,0.893,,,,,
153,11/27/2008,15:02:38,76921,0.893,,,,,
154,11/27/2008,15:32:38,77123,0.893,,,,,
155,11/27/2008,16:02:38,77143,0.893,,,,,
156,11/27/2008,16:32:38,77143,0.893,,,,,
157,11/27/2008,17:02:38,77082,0.893,,,,,
158,11/27/2008,17:32:38,77194,0.893,,,,,
159,11/27/2008,18:02:38,77244,0.893,,,,,
160,11/27/2008,18:32:38,77234,0.893,,,,,
161,11/27/2008,19:02:38,77254,0.893,,,,,
162,11/27/2008,19:32:38,77244,0.893,,,,,
163,11/27/2008,20:02:38,77254,0.893,,,,,
164,11/27/2008,20:32:38,77255,0.784,,,,,
165,11/27/2008,21:02:38,77307,0.674,,,,,
166,11/27/2008,21:32:38,77367,0.674,,,,,
167,11/27/2008,22:02:38,77347,0.674,,,,,
168,11/27/2008,22:32:38,77347,0.674,,,,,
169,11/27/2008,23:02:38,77317,0.674,,,,,
170,11/27/2008,23:32:38,77286,0.674,,,,,
171,11/28/2008,0:02:38,77276,0.674,,,,,
172,11/28/2008,0:32:38,77246,0.674,,,,,
173,11/28/2008,1:02:38,77216,0.674,,,,,
174,11/28/2008,1:32:38,77186,0.674,,,,,
175,11/28/2008,2:02:38,77165,0.674,,,,,
176,11/28/2008,2:32:38,77134,0.784,,,,,
177,11/28/2008,3:02:38,77124,0.784,,,,,
178,11/28/2008,3:32:38,77114,0.784,,,,,
179,11/28/2008,4:02:38,77104,0.784,,,,,
180,11/28/2008,4:32:38,77114,0.784,,,,,
181,11/28/2008,5:02:38,77124,0.784,,,,,
182,11/28/2008,5:32:38,77104,0.784,,,,,
183,11/28/2008,6:02:38,77084,0.784,,,,,
184,11/28/2008,6:32:38,77094,0.784,,,,,
185,11/28/2008,7:02:38,77104,0.784,,,,,
186,11/28/2008,7:32:38,77104,0.784,,,,,
187,11/28/2008,8:02:38,77094,0.784,,,,,
188,11/28/2008,8:32:38,77104,0.784,,,,,
189,11/28/2008,9:02:38,77114,0.784,,,,,
190,11/28/2008,9:32:38,77114,0.784,,,,,
191,11/28/2008,10:02:38,77093,0.893,,,,,
192,11/28/2008,10:32:38,77072,0.893,,,,,
193,11/28/2008,11:02:38,77042,0.893,,,,,
194,11/28/2008,11:32:38,77032,0.893,,,,,
195,11/28/2008,12:02:38,76982,0.893,,,,,
196,11/28/2008,12:32:38,76931,0.893,,,,,
197,11/28/2008,13:02:38,76921,0.893,,,,,
198,11/28/2008,13:32:38,76891,0.893,,,,,
199,11/28/2008,14:02:38,76870,0.893,,,,,
200,11/28/2008,14:32:38,76870,0.893,,,,,
201,11/28/2008,15:02:38,76881,0.893,,,,,
202,11/28/2008,15:32:38,76891,0.893,,,,,
203,11/28/2008,16:02:38,76911,0.893,,,,,
204,11/28/2008,16:32:38,76881,0.893,,,,,
205,11/28/2008,17:02:38,76901,0.893,,,,,
206,11/28/2008,17:32:38,76901,0.893,,,,,
207,11/28/2008,18:02:38,76931,0.893,,,,,
208,11/28/2008,18:32:38,76891,0.893,,,,,
209,11/28/2008,19:02:38,76891,0.893,,,,,
210,11/28/2008,19:32:38,76891,0.893,,,,,
211,11/28/2008,20:02:38,76941,0.893,,,,,
212,11/28/2008,20:32:38,76901,0.893,,,,,
213,11/28/2008,21:02:38,76951,0.893,,,,,
214,11/28/2008,21:32:38,76901,0.893,,,,,
215,11/28/2008,22:02:38,76881,0.893,,,,,
216,11/28/2008,22:32:38,76860,0.893,,,,,
217,11/28/2008,23:02:38,76870,0.893,,,,,
218,11/28/2008,23:32:38,76870,0.893,,,,,
219,11/29/2008,0:02:38,76881,0.893,,,,,
220,11/29/2008,0:32:38,76850,0.893,,,,,
221,11/29/2008,1:02:38,76820,0.893,,,,,
222,11/29/2008,1:32:38,76810,0.893,,,,,
223,11/29/2008,2:02:38,76780,0.893,,,,,
224,11/29/2008,2:32:38,76790,0.893,,,,,
225,11/29/2008,3:02:38,76800,0.893,,,,,
226,11/29/2008,3:32:38,76830,0.893,,,,,
227,11/29/2008,4:02:38,76800,0.893,,,,,
228,11/29/2008,4:32:38,76810,0.893,,,,,
229,11/29/2008,5:02:38,76850,0.893,,,,,
230,11/29/2008,5:32:38,76840,0.893,,,,,
231,11/29/2008,6:02:38,76881,0.893,,,,,
232,11/29/2008,6:32:38,76901,0.893,,,,,
233,11/29/2008,7:02:38,76870,0.893,,,,,
234,11/29/2008,7:32:38,76790,0.893,,,,,
235,11/29/2008,8:02:38,76801,0.784,,,,,
236,11/29/2008,8:32:38,76811,0.784,,,,,
237,11/29/2008,9:02:38,76759,0.893,,,,,
238,11/29/2008,9:32:38,76810,0.893,,,,,
239,11/29/2008,10:02:38,76860,0.893,,,,,
240,11/29/2008,10:32:38,76860,0.893,,,,,
241,11/29/2008,11:02:38,76850,0.893,,,,,
242,11/29/2008,11:32:38,76850,0.893,,,,,
243,11/29/2008,12:02:38,76850,0.893,,,,,
244,11/29/2008,12:32:38,76840,0.893,,,,,
245,11/29/2008,13:02:38,76770,0.893,,,,,
246,11/29/2008,13:32:38,76719,0.893,,,,,
247,11/29/2008,14:02:38,76951,0.893,,,,,
248,11/29/2008,14:32:38,76941,0.893,,,,,
249,11/29/2008,15:02:38,76961,0.893,,,,,
250,11/29/2008,15:32:38,76982,0.893,,,,,
251,11/29/2008,16:02:38,76982,0.893,,,,,
252,11/29/2008,16:32:38,76992,0.893,,,,,
253,11/29/2008,17:02:38,77002,0.893,,,,,
254,11/29/2008,17:32:38,76982,0.893,,,,,
255,11/29/2008,18:02:38,76971,0.893,,,,,
256,11/29/2008,18:32:38,77002,0.893,,,,,
257,11/29/2008,19:02:38,77012,0.893,,,,,
258,11/29/2008,19:32:38,77052,0.893,,,,,
259,11/29/2008,20:02:38,77072,0.893,,,,,
260,11/29/2008,20:32:38,77062,0.893,,,,,
261,11/29/2008,21:02:38,77093,0.893,,,,,
262,11/29/2008,21:32:38,77082,0.893,,,,,
263,11/29/2008,22:02:38,77072,0.893,,,,,
264,11/29/2008,22:32:38,77093,0.893,,,,,
265,11/29/2008,23:02:38,77072,0.893,,,,,
266,11/29/2008,23:32:38,76982,0.893,,,,,
267,11/30/2008,0:02:38,76982,0.893,,,,,
268,11/30/2008,0:32:38,76932,0.784,,,,,
269,11/30/2008,1:02:38,76922,0.784,,,,,
270,11/30/2008,1:32:38,76902,0.784,,,,,
271,11/30/2008,2:02:38,76882,0.784,,,,,
272,11/30/2008,2:32:38,76882,0.784,,,,,
273,11/30/2008,3:02:38,76851,0.784,,,,,
274,11/30/2008,3:32:38,76851,0.784,,,,,
275,11/30/2008,4:02:38,76851,0.784,,,,,
276,11/30/2008,4:32:38,76841,0.784,,,,,
277,11/30/2008,5:02:38,76821,0.784,,,,,
278,11/30/2008,5:32:38,76760,0.784,,,,,
279,11/30/2008,6:02:38,76670,0.784,,,,,
280,11/30/2008,6:32:38,76619,0.784,,,,,
281,11/30/2008,7:02:38,76599,0.784,,,,,
282,11/30/2008,7:32:38,76629,0.784,,,,,
283,11/30/2008,8:02:38,76639,0.784,,,,,
284,11/30/2008,8:32:38,76680,0.784,,,,,
285,11/30/2008,9:02:38,76720,0.784,,,,,
286,11/30/2008,9:32:38,76781,0.784,,,,,
287,11/30/2008,10:02:38,76801,0.784,,,,,
288,11/30/2008,10:32:38,76831,0.784,,,,,
289,11/30/2008,11:02:38,76810,0.893,,,,,
290,11/30/2008,11:32:38,76952,0.784,,,,,
291,11/30/2008,12:02:38,77013,0.784,,,,,
292,11/30/2008,12:32:38,77104,0.784,,,,,
293,11/30/2008,13:02:38,77104,0.784,,,,,
294,11/30/2008,13:32:38,77123,0.893,,,,,
295,11/30/2008,14:02:38,77133,0.893,,,,,
296,11/30/2008,14:32:38,77153,0.893,,,,,
297,11/30/2008,15:02:38,77204,0.893,,,,,
298,11/30/2008,15:32:38,77264,0.893,,,,,
299,11/30/2008,16:02:38,77345,0.893,,,,,
300,11/30/2008,16:32:38,77355,0.893,,,,,
301,11/30/2008,17:02:38,77345,0.893,,,,,
302,11/30/2008,17:32:38,77163,0.893,,,,,
303,11/30/2008,18:02:38,77153,0.893,,,,,
304,11/30/2008,18:32:38,77153,0.893,,,,,
305,11/30/2008,19:02:38,77143,0.893,,,,,
306,11/30/2008,19:32:38,77143,0.893,,,,,
307,11/30/2008,20:02:38,77153,0.893,,,,,
308,11/30/2008,20:32:38,77183,0.893,,,,,
309,11/30/2008,21:02:38,77214,0.893,,,,,
310,11/30/2008,21:32:38,77224,0.893,,,,,
311,11/30/2008,22:02:38,77194,0.893,,,,,
312,11/30/2008,22:32:38,77123,0.893,,,,,
313,11/30/2008,23:02:38,77113,0.893,,,,,
314,11/30/2008,23:32:38,77143,0.893,,,,,
315,12/1/2008,0:02:38,77173,0.893,,,,,
316,12/1/2008,0:32:38,77123,0.893,,,,,
317,12/1/2008,1:02:38,77134,0.784,,,,,
318,12/1/2008,1:32:38,77144,0.784,,,,,
319,12/1/2008,2:02:38,77134,0.784,,,,,
320,12/1/2008,2:32:38,77154,0.784,,,,,
321,12/1/2008,3:02:38,77144,0.784,,,,,
322,12/1/2008,3:32:38,77144,0.784,,,,,
323,12/1/2008,4:02:38,77154,0.784,,,,,
324,12/1/2008,4:32:38,77174,0.784,,,,,
325,12/1/2008,5:02:38,77174,0.784,,,,,
326,12/1/2008,5:32:38,77154,0.784,,,,,
327,12/1/2008,6:02:38,77134,0.784,,,,,
328,12/1/2008,6:32:38,77104,0.784,,,,,
329,12/1/2008,7:02:38,77105,0.674,,,,,
330,12/1/2008,7:32:38,77135,0.674,,,,,
331,12/1/2008,8:02:38,77125,0.674,,,,,
332,12/1/2008,8:32:38,77145,0.674,,,,,
333,12/1/2008,9:02:38,77186,0.674,,,,,
334,12/1/2008,9:32:38,77245,0.784,,,,,
335,12/1/2008,10:02:38,77245,0.784,,,,,
336,12/1/2008,10:32:38,77245,0.784,,,,,
337,12/1/2008,11:02:38,77285,0.784,,,,,
338,12/1/2008,11:32:38,77346,0.784,,,,,
339,12/1/2008,12:02:38,77346,0.784,,,,,
340,12/1/2008,12:32:38,77447,0.784,,,,,
341,12/1/2008,13:02:38,77588,0.784,,,,,
342,12/1/2008,13:32:38,77639,0.784,,,,,
343,12/1/2008,14:02:38,77709,0.784,,,,,
344,12/1/2008,14:32:38,77770,0.784,,,,,
345,12/1/2008,15:02:38,78348,0.563,,,,,
346,12/1/2008,15:32:38,78054,0.674,,,,,
347,12/1/2008,16:02:38,77963,0.674,,,,,
348,12/1/2008,16:32:38,77942,0.784,,,,,
349,12/1/2008,17:02:38,77921,0.784,,,,,
350,12/1/2008,17:32:38,77901,0.784,,,,,
351,12/1/2008,18:02:38,77881,0.784,,,,,
352,12/1/2008,18:32:38,77760,0.784,,,,,
353,12/1/2008,19:02:38,77730,0.784,,,,,
354,12/1/2008,19:32:38,77699,0.784,,,,,
355,12/1/2008,20:02:38,77699,0.784,,,,,
356,12/1/2008,20:32:38,77689,0.784,,,,,
357,12/1/2008,21:02:38,77578,0.784,,,,,
358,12/1/2008,21:32:38,77578,0.784,,,,,
359,12/1/2008,22:02:38,77558,0.784,,,,,
360,12/1/2008,22:32:38,77568,0.784,,,,,
361,12/1/2008,23:02:38,77578,0.784,,,,,
362,12/1/2008,23:32:38,77548,0.784,,,,,
363,12/2/2008,0:02:38,77528,0.784,,,,,
364,12/2/2008,0:32:38,77528,0.784,,,,,
365,12/2/2008,1:02:38,77508,0.784,,,,,
366,12/2/2008,1:32:38,77497,0.784,,,,,
367,12/2/2008,2:02:38,77487,0.784,,,,,
368,12/2/2008,2:32:38,77528,0.784,,,,,
369,12/2/2008,3:02:38,77508,0.784,,,,,
370,12/2/2008,3:32:38,77508,0.784,,,,,
371,12/2/2008,4:02:38,77467,0.784,,,,,
372,12/2/2008,4:32:38,77457,0.784,,,,,
373,12/2/2008,5:02:38,77428,0.674,,,,,
374,12/2/2008,5:32:38,77408,0.674,,,,,
375,12/2/2008,6:02:38,77377,0.674,,,,,
376,12/2/2008,6:32:38,77337,0.674,,,,,
377,12/2/2008,7:02:38,77297,0.674,,,,,
378,12/2/2008,7:32:38,77276,0.674,,,,,
379,12/2/2008,8:02:38,77297,0.674,,,,,
380,12/2/2008,8:32:38,77347,0.674,,,,,
381,12/2/2008,9:02:38,77357,0.674,,,,,
382,12/2/2008,9:32:38,77347,0.674,,,,,
383,12/2/2008,10:02:38,77337,0.674,,,,,
384,12/2/2008,10:32:38,77327,0.674,,,,,
385,12/2/2008,11:02:38,77297,0.674,,,,,
386,12/2/2008,11:32:38,77336,0.784,,,,,
387,12/2/2008,12:02:38,77438,0.674,,,,,
388,12/2/2008,12:32:38,77458,0.674,,,,,
389,12/2/2008,13:02:38,77497,0.784,,,,,
390,12/2/2008,13:32:38,77620,0.674,,,,,
391,12/2/2008,14:02:38,77549,0.674,,,,,
392,12/2/2008,14:32:38,77467,0.784,,,,,
393,12/2/2008,15:02:38,77386,0.784,,,,,
394,12/2/2008,15:32:38,77184,0.784,,,,,
395,12/2/2008,16:02:38,77084,0.784,,,,,
396,12/2/2008,16:32:38,77043,0.784,,,,,
397,12/2/2008,17:02:38,77043,0.784,,,,,
398,12/2/2008,17:32:38,77043,0.784,,,,,
399,12/2/2008,18:02:38,77023,0.784,,,,,
400,12/2/2008,18:32:38,77033,0.784,,,,,
401,12/2/2008,19:02:38,76993,0.784,,,,,
402,12/2/2008,19:32:38,76952,0.784,,,,,
403,12/2/2008,20:02:38,76932,0.784,,,,,
404,12/2/2008,20:32:38,76902,0.784,,,,,
405,12/2/2008,21:02:38,76912,0.784,,,,,
406,12/2/2008,21:32:38,76922,0.784,,,,,
407,12/2/2008,22:02:38,76942,0.784,,,,,
408,12/2/2008,22:32:38,76942,0.784,,,,,
409,12/2/2008,23:02:38,76922,0.784,,,,,
410,12/2/2008,23:32:38,76882,0.784,,,,,
411,12/3/2008,0:02:38,76872,0.784,,,,,
412,12/3/2008,0:32:38,76872,0.784,,,,,
413,12/3/2008,1:02:38,76882,0.784,,,,,
414,12/3/2008,1:32:38,76851,0.784,,,,,
415,12/3/2008,2:02:38,76821,0.784,,,,,
416,12/3/2008,2:32:38,76821,0.784,,,,,
417,12/3/2008,3:02:38,76882,0.784,,,,,
418,12/3/2008,3:32:38,76821,0.784,,,,,
419,12/3/2008,4:02:38,76892,0.784,,,,,
420,12/3/2008,4:32:38,76882,0.784,,,,,
421,12/3/2008,5:02:38,76872,0.784,,,,,
422,12/3/2008,5:32:38,76861,0.784,,,,,
423,12/3/2008,6:02:38,76942,0.784,,,,,
424,12/3/2008,6:32:38,76983,0.784,,,,,
425,12/3/2008,7:02:38,77063,0.784,,,,,
426,12/3/2008,7:32:38,77104,0.784,,,,,
427,12/3/2008,8:02:38,77124,0.784,,,,,
428,12/3/2008,8:32:38,77154,0.784,,,,,
429,12/3/2008,9:02:38,77164,0.784,,,,,
430,12/3/2008,9:32:38,77205,0.784,,,,,
431,12/3/2008,10:02:38,77235,0.784,,,,,
432,12/3/2008,10:32:38,77245,0.784,,,,,
433,12/3/2008,11:02:38,77285,0.784,,,,,
434,12/3/2008,11:32:38,77326,0.784,,,,,
435,12/3/2008,12:02:38,77346,0.784,,,,,
436,12/3/2008,12:32:38,77296,0.784,,,,,
437,12/3/2008,13:02:38,77265,0.784,,,,,
438,12/3/2008,13:32:38,77265,0.784,,,,,
439,12/3/2008,14:02:38,77264,0.893,,,,,
440,12/3/2008,14:32:38,77274,0.893,,,,,
441,12/3/2008,15:02:38,77315,0.893,,,,,
442,12/3/2008,15:32:38,77315,0.893,,,,,
443,12/3/2008,16:02:38,77315,0.893,,,,,
444,12/3/2008,16:32:38,77335,0.893,,,,,
445,12/3/2008,17:02:38,77345,0.893,,,,,
446,12/3/2008,17:32:38,77365,0.893,,,,,
447,12/3/2008,18:02:38,77375,0.893,,,,,
448,12/3/2008,18:32:38,77375,0.893,,,,,
449,12/3/2008,19:02:38,77376,0.784,,,,,
450,12/3/2008,19:32:38,77396,0.784,,,,,
451,12/3/2008,20:02:38,77376,0.784,,,,,
452,12/3/2008,20:32:38,77407,0.784,,,,,
453,12/3/2008,21:02:38,77285,0.784,,,,,
454,12/3/2008,21:32:38,77275,0.784,,,,,
455,12/3/2008,22:02:38,77285,0.784,,,,,
456,12/3/2008,22:32:38,77296,0.784,,,,,
457,12/3/2008,23:02:38,77285,0.784,,,,,
458,12/3/2008,23:32:38,77306,0.784,,,,,
459,12/4/2008,0:02:38,77266,0.674,,,,,
460,12/4/2008,0:32:38,77236,0.674,,,,,
461,12/4/2008,1:02:38,77196,0.674,,,,,
462,12/4/2008,1:32:38,77165,0.674,,,,,
463,12/4/2008,2:02:38,77186,0.674,,,,,
464,12/4/2008,2:32:38,77165,0.674,,,,,
465,12/4/2008,3:02:38,77145,0.674,,,,,
466,12/4/2008,3:32:38,77125,0.674,,,,,
467,12/4/2008,4:02:38,77115,0.674,,,,,
468,12/4/2008,4:32:38,77105,0.674,,,,,
469,12/4/2008,5:02:38,77054,0.674,,,,,
470,12/4/2008,5:32:38,77004,0.674,,,,,
471,12/4/2008,6:02:38,76994,0.674,,,,,
472,12/4/2008,6:32:38,76974,0.674,,,,,
473,12/4/2008,7:02:38,76985,0.563,,,,,
474,12/4/2008,7:32:38,77005,0.563,,,,,
475,12/4/2008,8:02:38,77035,0.563,,,,,
476,12/4/2008,8:32:38,77086,0.563,,,,,
477,12/4/2008,9:02:38,77045,0.563,,,,,
478,12/4/2008,9:32:38,77054,0.674,,,,,
479,12/4/2008,10:02:38,77085,0.674,,,,,
480,12/4/2008,10:32:38,77074,0.674,,,,,
481,12/4/2008,11:02:38,77044,0.674,,,,,
482,12/4/2008,11:32:38,77004,0.674,,,,,
483,12/4/2008,12:02:38,76933,0.674,,,,,
484,12/4/2008,12:32:38,76943,0.674,,,,,
485,12/4/2008,13:02:38,76953,0.674,,,,,
486,12/4/2008,13:32:38,76994,0.674,,,,,
487,12/4/2008,14:02:38,76994,0.674,,,,,
488,12/4/2008,14:32:38,77308,0.563,,,,,
489,12/4/2008,15:02:38,79046,0.343,,,,,
490,12/4/2008,15:32:38,78914,0.453,,,,,
491,12/4/2008,16:02:38,78681,0.563,,,,,
492,12/4/2008,16:32:38,78358,0.563,,,,,
493,12/4/2008,17:02:38,77853,0.563,,,,,
494,12/4/2008,17:32:38,77631,0.563,,,,,
495,12/4/2008,18:02:38,77630,0.674,,,,,
496,12/4/2008,18:32:38,77589,0.674,,,,,
497,12/4/2008,19:02:38,77589,0.674,,,,,
498,12/4/2008,19:32:38,77579,0.674,,,,,
499,12/4/2008,20:02:38,77559,0.674,,,,,
500,12/4/2008,20:32:38,77509,0.674,,,,,
501,12/4/2008,21:02:38,77488,0.674,,,,,
502,12/4/2008,21:32:38,77509,0.674,,,,,
