"Plot Title: 9811662"
"#","Date Time, GMT-05:00","Abs Pres, Pa (LGR S/N: 9811662, SEN S/N: 9811662)","Temp, °C (LGR S/N: 9811662, SEN S/N: 9811662)","Batt, V (LGR S/N: 9811662, SEN S/N: 9811662)","Host Connected (LGR S/N: 9811662)","Coupler Detached (LGR S/N: 9811662)","Coupler Attached (LGR S/N: 9811662)","End Of File (LGR S/N: 9811662)"
101,12/16/11 01:33:20 PM,74719085761158,-1.914,3.48,,,,
102,12/16/11 01:33:40 PM,74729236671965,-1.914,3.48,,,,
103,12/16/11 01:34:00 PM,74719085761158,-1.914,3.48,,,,
104,12/16/11 01:34:20 PM,74729236671965,-1.914,3.48,,,,
105,12/16/11 01:34:40 PM,74729236671965,-1.914,3.48,,,,
106,12/16/11 01:35:00 PM,74729236671965,-1.914,3.48,,,,
107,12/16/11 01:35:20 PM,74729236671965,-1.914,3.48,,,,
108,12/16/11 01:35:40 PM,74729236671965,-1.914,3.48,,,,
109,12/16/11 01:36:00 PM,74719085761158,-1.914,3.48,,,,
110,12/16/11 01:36:20 PM,74719085761158,-1.914,3.48,,,,
111,12/16/11 01:36:40 PM,74719085761158,-1.914,3.48,,,,
112,12/16/11 01:37:00 PM,74729236671965,-1.914,3.48,,,,
113,12/16/11 01:37:20 PM,74729236671965,-1.914,3.48,,,,
114,12/16/11 01:37:40 PM,74729236671965,-1.914,3.48,,,,
115,12/16/11 01:38:00 PM,74729236671965,-1.914,3.48,,,,
116,12/16/11 01:38:20 PM,74719085761158,-1.914,3.48,,,,
117,12/16/11 01:38:40 PM,74719085761158,-1.914,3.48,,,,
118,12/16/11 01:39:00 PM,74719085761158,-1.914,3.48,,,,
119,12/16/11 01:39:20 PM,74719085761158,-1.914,3.48,,,,
120,12/16/11 01:39:40 PM,74708935539827,-1.914,3.48,,,,
121,12/16/11 01:40:00 PM,74708935539827,-1.914,3.48,,,,
122,12/16/11 01:40:20 PM,74719085761158,-1.914,3.48,,,,
123,12/16/11 01:40:40 PM,74719085761158,-1.914,3.48,,,,
124,12/16/11 01:41:00 PM,74729236671965,-1.914,3.48,,,,
125,12/16/11 01:41:20 PM,74729236671965,-1.914,3.48,,,,
126,12/16/11 01:41:40 PM,74729236671965,-1.914,3.48,,,,
127,12/16/11 01:42:00 PM,74729236671965,-1.914,3.48,,,,
128,12/16/11 01:42:20 PM,74729236671965,-1.914,3.48,,,,
129,12/16/11 01:42:40 PM,74719085761158,-1.914,3.48,,,,
130,12/16/11 01:43:00 PM,74719085761158,-1.914,3.48,,,,
131,12/16/11 01:43:20 PM,74708935539827,-1.914,3.48,,,,
132,12/16/11 01:43:40 PM,74719085761158,-1.914,3.48,,,,
133,12/16/11 01:44:00 PM,74708935539827,-1.914,3.48,,,,
134,12/16/11 01:44:20 PM,74739388272247,-1.914,3.48,,,,
135,12/16/11 01:44:40 PM,74719085761158,-1.914,3.48,,,,
136,12/16/11 01:45:00 PM,74729236671965,-1.914,3.48,,,,
137,12/16/11 01:45:20 PM,74729236671965,-1.914,3.48,,,,
138,12/16/11 01:45:40 PM,74729236671965,-1.914,3.48,,,,
139,12/16/11 01:46:00 PM,74729236671965,-1.914,3.48,,,,
140,12/16/11 01:46:20 PM,74719085761158,-1.914,3.48,,,,
141,12/16/11 01:46:40 PM,74729236671965,-1.914,3.48,,,,
142,12/16/11 01:47:00 PM,74729236671965,-1.914,3.48,,,,
143,12/16/11 01:47:20 PM,74729236671965,-1.914,3.48,,,,
144,12/16/11 01:47:40 PM,74729236671965,-1.914,3.48,,,,
145,12/16/11 01:48:00 PM,74739388272247,-1.914,3.48,,,,
146,12/16/11 01:48:20 PM,74729236671965,-1.914,3.48,,,,
147,12/16/11 01:48:40 PM,74729236671965,-1.914,3.48,,,,
148,12/16/11 01:49:00 PM,74729236671965,-1.914,3.48,,,,
149,12/16/11 01:49:20 PM,74729236671965,-1.914,3.48,,,,
150,12/16/11 01:49:40 PM,74729236671965,-1.914,3.48,,,,
151,12/16/11 01:50:00 PM,74729236671965,-1.914,3.48,,,,
152,12/16/11 01:50:20 PM,74729236671965,-1.914,3.48,,,,
153,12/16/11 01:50:40 PM,74739388272247,-1.914,3.48,,,,
154,12/16/11 01:51:00 PM,74739388272247,-1.914,3.48,,,,
155,12/16/11 01:51:20 PM,74719085761158,-1.914,3.48,,,,
156,12/16/11 01:51:40 PM,74719085761158,-1.914,3.48,,,,
157,12/16/11 01:52:00 PM,74739388272247,-1.914,3.48,,,,
158,12/16/11 01:52:20 PM,74729236671965,-1.914,3.48,,,,
159,12/16/11 01:52:40 PM,74729236671965,-1.914,3.48,,,,
160,12/16/11 01:53:00 PM,74719085761158,-1.914,3.48,,,,
161,12/16/11 01:53:20 PM,74729236671965,-1.914,3.48,,,,
162,12/16/11 01:53:40 PM,74719085761158,-1.914,3.48,,,,
163,12/16/11 01:54:00 PM,74729236671965,-1.914,3.48,,,,
164,12/16/11 01:54:20 PM,74729236671965,-1.914,3.48,,,,
165,12/16/11 01:54:40 PM,74729236671965,-1.914,3.48,,,,
166,12/16/11 01:55:00 PM,74729236671965,-1.914,3.48,,,,
167,12/16/11 01:55:20 PM,74719085761158,-1.914,3.48,,,,
168,12/16/11 01:55:40 PM,74719085761158,-1.914,3.48,,,,
169,12/16/11 01:56:00 PM,74729236671965,-1.914,3.48,,,,
170,12/16/11 01:56:20 PM,74708935539827,-1.914,3.48,,,,
171,12/16/11 01:56:40 PM,74719085761158,-1.914,3.48,,,,
172,12/16/11 01:57:00 PM,74719085761158,-1.914,3.48,,,,
173,12/16/11 01:57:20 PM,74729236671965,-1.914,3.48,,,,
174,12/16/11 01:57:40 PM,74719085761158,-1.914,3.48,,,,
175,12/16/11 01:58:00 PM,74729236671965,-1.914,3.48,,,,
176,12/16/11 01:58:20 PM,74719085761158,-1.914,3.48,,,,
177,12/16/11 01:58:40 PM,74719085761158,-1.914,3.48,,,,
178,12/16/11 01:59:00 PM,74708935539827,-1.914,3.48,,,,
179,12/16/11 01:59:20 PM,74719085761158,-1.914,3.48,,,,
180,12/16/11 01:59:40 PM,74729236671965,-1.914,3.48,,,,
181,12/16/11 02:00:00 PM,74719085761158,-1.914,3.48,,,,
182,12/16/11 02:00:20 PM,74719085761158,-1.914,3.48,,,,
183,12/16/11 02:00:40 PM,74698786007972,-1.914,3.48,,,,
184,12/16/11 02:01:00 PM,74719085761158,-1.914,3.48,,,,
185,12/16/11 02:01:20 PM,74708935539827,-1.914,3.48,,,,
186,12/16/11 02:01:40 PM,74719085761158,-1.914,3.48,,,,
187,12/16/11 02:02:00 PM,74729236671965,-1.914,3.48,,,,
188,12/16/11 02:02:20 PM,74719085761158,-1.914,3.48,,,,
189,12/16/11 02:02:40 PM,74719085761158,-1.914,3.48,,,,
190,12/16/11 02:03:00 PM,74719085761158,-1.914,3.48,,,,
191,12/16/11 02:03:20 PM,74729236671965,-1.914,3.48,,,,
192,12/16/11 02:03:40 PM,74719085761158,-1.914,3.48,,,,
193,12/16/11 02:04:00 PM,74719085761158,-1.914,3.48,,,,
194,12/16/11 02:04:20 PM,74708935539827,-1.914,3.48,,,,
195,12/16/11 02:04:40 PM,74719085761158,-1.914,3.48,,,,
196,12/16/11 02:05:00 PM,74708935539827,-1.914,3.48,,,,
197,12/16/11 02:05:20 PM,74719085761158,-1.914,3.48,,,,
198,12/16/11 02:05:40 PM,74719085761158,-1.914,3.48,,,,
199,12/16/11 02:06:00 PM,74729236671965,-1.914,3.48,,,,
200,12/16/11 02:06:20 PM,74729236671965,-1.914,3.48,,,,
201,12/16/11 02:06:40 PM,74719085761158,-1.914,3.48,,,,
202,12/16/11 02:07:00 PM,74719085761158,-1.914,3.48,,,,
203,12/16/11 02:07:20 PM,74729236671965,-1.914,3.48,,,,
204,12/16/11 02:07:40 PM,74729236671965,-1.914,3.48,,,,
205,12/16/11 02:08:00 PM,74719085761158,-1.914,3.48,,,,
206,12/16/11 02:08:20 PM,74729236671965,-1.914,3.48,,,,
207,12/16/11 02:08:40 PM,74729236671965,-1.914,3.48,,,,
208,12/16/11 02:09:00 PM,74719085761158,-1.914,3.48,,,,
209,12/16/11 02:09:20 PM,74739388272247,-1.914,3.48,,,,
210,12/16/11 02:09:40 PM,74729236671965,-1.914,3.48,,,,
211,12/16/11 02:10:00 PM,74719085761158,-1.914,3.48,,,,
212,12/16/11 02:10:20 PM,74729236671965,-1.914,3.48,,,,
213,12/16/11 02:10:40 PM,74719085761158,-1.914,3.48,,,,
214,12/16/11 02:11:00 PM,74719085761158,-1.914,3.48,,,,
215,12/16/11 02:11:20 PM,74719085761158,-1.914,3.48,,,,
216,12/16/11 02:11:40 PM,74719085761158,-1.914,3.48,,,,
217,12/16/11 02:12:00 PM,74719085761158,-1.914,3.48,,,,
218,12/16/11 02:12:20 PM,74729236671965,-1.914,3.48,,,,
219,12/16/11 02:12:40 PM,74719085761158,-1.914,3.48,,,,
220,12/16/11 02:13:00 PM,74729236671965,-1.914,3.48,,,,
221,12/16/11 02:13:20 PM,74719085761158,-1.914,3.48,,,,
222,12/16/11 02:13:40 PM,74719085761158,-1.914,3.48,,,,
223,12/16/11 02:14:00 PM,74729236671965,-1.914,3.48,,,,
224,12/16/11 02:14:20 PM,74719085761158,-1.914,3.48,,,,
225,12/16/11 02:14:40 PM,74729236671965,-1.914,3.48,,,,
226,12/16/11 02:15:00 PM,74708935539827,-1.914,3.48,,,,
227,12/16/11 02:15:20 PM,74719085761158,-1.914,3.48,,,,
228,12/16/11 02:15:40 PM,74719085761158,-1.914,3.48,,,,
229,12/16/11 02:16:00 PM,74719085761158,-1.914,3.48,,,,
230,12/16/11 02:16:20 PM,74739388272247,-1.914,3.48,,,,
231,12/16/11 02:16:40 PM,74719085761158,-1.914,3.48,,,,
232,12/16/11 02:17:00 PM,74719085761158,-1.914,3.48,,,,
233,12/16/11 02:17:20 PM,74729236671965,-1.914,3.48,,,,
234,12/16/11 02:17:40 PM,74719085761158,-1.914,3.48,,,,
235,12/16/11 02:18:00 PM,74719085761158,-1.914,3.48,,,,
236,12/16/11 02:18:20 PM,74729236671965,-1.914,3.48,,,,
237,12/16/11 02:18:40 PM,74719085761158,-1.914,3.48,,,,
238,12/16/11 02:19:00 PM,74719085761158,-1.914,3.48,,,,
239,12/16/11 02:19:20 PM,74729236671965,-1.914,3.48,,,,
240,12/16/11 02:19:40 PM,74719085761158,-1.914,3.48,,,,
241,12/16/11 02:20:00 PM,74729236671965,-1.914,3.48,,,,
242,12/16/11 02:20:20 PM,74729236671965,-1.914,3.48,,,,
243,12/16/11 02:20:40 PM,74729236671965,-1.914,3.48,,,,
244,12/16/11 02:21:00 PM,74729236671965,-1.914,3.48,,,,
245,12/16/11 02:21:20 PM,74719085761158,-1.914,3.48,,,,
246,12/16/11 02:21:40 PM,74729236671965,-1.914,3.48,,,,
247,12/16/11 02:22:00 PM,74719085761158,-1.914,3.48,,,,
248,12/16/11 02:22:20 PM,74719085761158,-1.914,3.48,,,,
249,12/16/11 02:22:40 PM,74729236671965,-1.914,3.48,,,,
250,12/16/11 02:23:00 PM,74719085761158,-1.914,3.48,,,,
251,12/16/11 02:23:20 PM,74719085761158,-1.914,3.48,,,,
252,12/16/11 02:23:40 PM,74729236671965,-1.914,3.48,,,,
253,12/16/11 02:24:00 PM,74708935539827,-1.914,3.48,,,,
254,12/16/11 02:24:20 PM,74719085761158,-1.914,3.48,,,,
255,12/16/11 02:24:40 PM,74719085761158,-1.914,3.48,,,,
256,12/16/11 02:25:00 PM,74719085761158,-1.914,3.48,,,,
257,12/16/11 02:25:20 PM,74719085761158,-1.914,3.48,,,,
258,12/16/11 02:25:40 PM,74708935539827,-1.914,3.48,,,,
259,12/16/11 02:26:00 PM,74719085761158,-1.914,3.48,,,,
260,12/16/11 02:26:20 PM,74729236671965,-1.914,3.48,,,,
261,12/16/11 02:26:40 PM,74719085761158,-1.914,3.48,,,,
262,12/16/11 02:27:00 PM,74719085761158,-1.914,3.48,,,,
263,12/16/11 02:27:20 PM,74729236671965,-1.914,3.48,,,,
264,12/16/11 02:27:40 PM,74719085761158,-1.914,3.48,,,,
265,12/16/11 02:28:00 PM,74729236671965,-1.914,3.48,,,,
266,12/16/11 02:28:20 PM,74729236671965,-1.914,3.48,,,,
267,12/16/11 02:28:40 PM,74729236671965,-1.914,3.48,,,,
268,12/16/11 02:29:00 PM,74729236671965,-1.914,3.48,,,,
269,12/16/11 02:29:20 PM,74719085761158,-1.914,3.48,,,,
270,12/16/11 02:29:40 PM,74729236671965,-1.914,3.48,,,,
271,12/16/11 02:30:00 PM,74719085761158,-1.914,3.48,,,,
272,12/16/11 02:30:20 PM,74719085761158,-1.914,3.48,,,,
273,12/16/11 02:30:40 PM,74719085761158,-1.914,3.48,,,,
274,12/16/11 02:31:00 PM,74729236671965,-1.914,3.48,,,,
275,12/16/11 02:31:20 PM,74719085761158,-1.914,3.48,,,,
276,12/16/11 02:31:40 PM,74719085761158,-1.914,3.48,,,,
277,12/16/11 02:32:00 PM,74719085761158,-1.914,3.48,,,,
278,12/16/11 02:32:20 PM,74729236671965,-1.914,3.48,,,,
279,12/16/11 02:32:40 PM,74719085761158,-1.914,3.48,,,,
280,12/16/11 02:33:00 PM,74719085761158,-1.914,3.48,,,,
281,12/16/11 02:33:20 PM,74729236671965,-1.914,3.48,,,,
282,12/16/11 02:33:40 PM,74719085761158,-1.914,3.48,,,,
283,12/16/11 02:34:00 PM,74729236671965,-1.914,3.48,,,,
284,12/16/11 02:34:20 PM,74729236671965,-1.914,3.48,,,,
285,12/16/11 02:34:40 PM,74729236671965,-1.914,3.48,,,,
286,12/16/11 02:35:00 PM,74729236671965,-1.914,3.48,,,,
287,12/16/11 02:35:20 PM,74729236671965,-1.914,3.48,,,,
288,12/16/11 02:35:40 PM,74729236671965,-1.914,3.48,,,,
289,12/16/11 02:36:00 PM,74719085761158,-1.914,3.48,,,,
290,12/16/11 02:36:20 PM,74719085761158,-1.914,3.48,,,,
291,12/16/11 02:36:40 PM,74719085761158,-1.914,3.48,,,,
292,12/16/11 02:37:00 PM,74729236671965,-1.914,3.48,,,,
293,12/16/11 02:37:20 PM,74719085761158,-1.914,3.48,,,,
294,12/16/11 02:37:40 PM,74729236671965,-1.914,3.48,,,,
295,12/16/11 02:38:00 PM,74708935539827,-1.914,3.48,,,,
296,12/16/11 02:38:20 PM,74719085761158,-1.914,3.48,,,,
297,12/16/11 02:38:40 PM,74708935539827,-1.914,3.48,,,,
298,12/16/11 02:39:00 PM,74719085761158,-1.914,3.48,,,,
299,12/16/11 02:39:20 PM,74719085761158,-1.914,3.48,,,,
300,12/16/11 02:39:40 PM,74729236671965,-1.914,3.48,,,,
301,12/16/11 02:40:00 PM,74708935539827,-1.914,3.48,,,,
302,12/16/11 02:40:20 PM,74729236671965,-1.914,3.48,,,,
303,12/16/11 02:40:40 PM,74719085761158,-1.914,3.48,,,,
304,12/16/11 02:41:00 PM,74719085761158,-1.914,3.48,,,,
305,12/16/11 02:41:20 PM,74729236671965,-1.914,3.48,,,,
306,12/16/11 02:41:40 PM,74719085761158,-1.914,3.48,,,,
307,12/16/11 02:42:00 PM,74729236671965,-1.914,3.48,,,,
308,12/16/11 02:42:20 PM,74719085761158,-1.914,3.48,,,,
309,12/16/11 02:42:40 PM,74729236671965,-1.914,3.48,,,,
310,12/16/11 02:43:00 PM,74729236671965,-1.914,3.48,,,,
311,12/16/11 02:43:20 PM,74729236671965,-1.914,3.48,,,,
312,12/16/11 02:43:40 PM,74719085761158,-1.914,3.48,,,,
313,12/16/11 02:44:00 PM,74729236671965,-1.914,3.48,,,,
314,12/16/11 02:44:20 PM,74729236671965,-1.914,3.48,,,,
315,12/16/11 02:44:40 PM,74729236671965,-1.914,3.48,,,,
316,12/16/11 02:45:00 PM,74719085761158,-1.914,3.48,,,,
317,12/16/11 02:45:20 PM,74729236671965,-1.914,3.48,,,,
318,12/16/11 02:45:40 PM,74729236671965,-1.914,3.48,,,,
319,12/16/11 02:46:00 PM,74729236671965,-1.914,3.48,,,,
320,12/16/11 02:46:20 PM,74719085761158,-1.914,3.48,,,,
321,12/16/11 02:46:40 PM,74729236671965,-1.914,3.48,,,,
322,12/16/11 02:47:00 PM,74729236671965,-1.914,3.48,,,,
323,12/16/11 02:47:20 PM,74729236671965,-1.914,3.48,,,,
324,12/16/11 02:47:40 PM,74729236671965,-1.914,3.48,,,,
325,12/16/11 02:48:00 PM,74729236671965,-1.914,3.48,,,,
326,12/16/11 02:48:20 PM,74729236671965,-1.914,3.48,,,,
327,12/16/11 02:48:40 PM,74729236671965,-1.914,3.48,,,,
328,12/16/11 02:49:00 PM,74719085761158,-1.914,3.48,,,,
329,12/16/11 02:49:20 PM,74729236671965,-1.914,3.48,,,,
330,12/16/11 02:49:40 PM,74739388272247,-1.914,3.48,,,,
331,12/16/11 02:50:00 PM,74719085761158,-1.914,3.48,,,,
332,12/16/11 02:50:20 PM,74719085761158,-1.914,3.48,,,,
333,12/16/11 02:50:40 PM,74719085761158,-1.914,3.48,,,,
334,12/16/11 02:51:00 PM,74719085761158,-1.914,3.48,,,,
335,12/16/11 02:51:20 PM,74719085761158,-1.914,3.48,,,,
336,12/16/11 02:51:40 PM,74719085761158,-1.914,3.48,,,,
337,12/16/11 02:52:00 PM,74719085761158,-1.914,3.48,,,,
338,12/16/11 02:52:20 PM,74719085761158,-1.914,3.48,,,,
339,12/16/11 02:52:40 PM,74719085761158,-1.914,3.48,,,,
340,12/16/11 02:53:00 PM,74729236671965,-1.914,3.48,,,,
341,12/16/11 02:53:20 PM,74729236671965,-1.914,3.48,,,,
342,12/16/11 02:53:40 PM,74719085761158,-1.914,3.48,,,,
343,12/16/11 02:54:00 PM,74719085761158,-1.914,3.48,,,,
344,12/16/11 02:54:20 PM,74719085761158,-1.914,3.48,,,,
345,12/16/11 02:54:40 PM,74729236671965,-1.914,3.48,,,,
346,12/16/11 02:55:00 PM,74729236671965,-1.914,3.48,,,,
347,12/16/11 02:55:20 PM,74729236671965,-1.914,3.48,,,,
348,12/16/11 02:55:40 PM,74719085761158,-1.914,3.48,,,,
349,12/16/11 02:56:00 PM,74719085761158,-1.914,3.48,,,,
350,12/16/11 02:56:20 PM,74719085761158,-1.914,3.48,,,,
351,12/16/11 02:56:40 PM,74719085761158,-1.914,3.48,,,,
352,12/16/11 02:57:00 PM,74729236671965,-1.914,3.48,,,,
353,12/16/11 02:57:20 PM,74708935539827,-1.914,3.48,,,,
354,12/16/11 02:57:40 PM,74729236671965,-1.914,3.48,,,,
355,12/16/11 02:58:00 PM,74719085761158,-1.914,3.48,,,,
356,12/16/11 02:58:20 PM,74719085761158,-1.914,3.48,,,,
357,12/16/11 02:58:40 PM,74719085761158,-1.914,3.48,,,,
358,12/16/11 02:59:00 PM,74729236671965,-1.914,3.48,,,,
359,12/16/11 02:59:20 PM,74719085761158,-1.914,3.48,,,,
360,12/16/11 02:59:40 PM,74729236671965,-1.914,3.48,,,,
361,12/16/11 03:00:00 PM,74739388272247,-1.914,3.48,,,,
362,12/16/11 03:00:20 PM,74739388272247,-1.914,3.48,,,,
363,12/16/11 03:00:40 PM,74729236671965,-1.914,3.48,,,,
364,12/16/11 03:01:00 PM,74739388272247,-1.914,3.48,,,,
365,12/16/11 03:01:20 PM,74719085761158,-1.914,3.48,,,,
366,12/16/11 03:01:40 PM,74729236671965,-1.914,3.48,,,,
367,12/16/11 03:02:00 PM,74729236671965,-1.914,3.48,,,,
368,12/16/11 03:02:20 PM,74729236671965,-1.914,3.48,,,,
369,12/16/11 03:02:40 PM,74729236671965,-1.914,3.48,,,,
370,12/16/11 03:03:00 PM,74729236671965,-1.914,3.48,,,,
371,12/16/11 03:03:20 PM,74719085761158,-1.914,3.48,,,,
372,12/16/11 03:03:40 PM,74719085761158,-1.914,3.48,,,,
373,12/16/11 03:04:00 PM,74729236671965,-1.914,3.48,,,,
374,12/16/11 03:04:20 PM,74729236671965,-1.914,3.48,,,,
375,12/16/11 03:04:40 PM,74719085761158,-1.914,3.48,,,,
376,12/16/11 03:05:00 PM,74729236671965,-1.914,3.48,,,,
377,12/16/11 03:05:20 PM,74729236671965,-1.914,3.48,,,,
